"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Image quality assessment on image haze removal","S. Fang; J. Yang; J. Zhan; H. Yuan; R. Rao","School of Computer and Information, Hefei University of Technology, Hefei, China; School of Computer and Information, Hefei University of Technology, Hefei, China; School of Computer and Information, Hefei University of Technology, Hefei, China; Anhui Institute of Physical Science, Chinese Academy and Sciences, Hefei, China; Anhui Institute of Optics and Fine Mechanics, Chinese Academy and Sciences, Hefei, China",2011 Chinese Control and Decision Conference (CCDC),"1 Aug 2011","2011","","","610","614","In the hazy weather, the image of outdoor scene is degraded by suspended particles. Recently, great progresses have been made on single image haze removal. Therefore an accurate quality metric is required. Although image quality assessment has been extensively studied these past few decades, few methods can be applied in this area since there is no reference image. This paper proposed an evaluation metric combining the ascension of contrast degree with the structural similarity to deal with the problem. The ascension of the contrast degree and the structural similarity are computed respectively based on the spatial frequency contrast and the edges consistency between the hazy and the dehazed image. At last, we evaluate the state-of-the-art image haze removal methods based on our evaluation metric.","1948-9447","978-1-4244-8738-7","10.1109/CCDC.2011.5968254","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5968254","Dehaze;Image Quality Assessment;Contrast Enhancement;the Contrast Degree of Ascension;Structural Similarity","Image edge detection;Image quality;Measurement;Band pass filters;Equations;Mathematical model;Computers","","12","","23","IEEE","1 Aug 2011","23-25 May 2011","23-25 May 2011","IEEE","IEEE Conferences"
"Patch-Based Dark Channel Prior Dehazing for RS Multi-Spectral Image","L. Wang; W. Xie; J. Pei","ATR Key Laboratory of National Defense Technology, College of Information Engineering, Shenzhen University, Shenzhen, China; ATR Key Laboratory of National Defense Technology, College of Information Engineering, Shenzhen University, Shenzhen, China; ATR Key Laboratory of National Defense Technology, College of Information Engineering, Shenzhen University, Shenzhen, China",Chinese Journal of Electronics,"27 Jan 2025","2015","24","3","573","578","Remote sensing(RS) multi-spectral images are usually suffered from cloud and fog cover, which can lead to analysis troubles and application limitations. A novel patch-based dark channel prior dehaze method is proposed for solving this problem. An Atmospheric light (AL) curved surface hypothesis, instead of globally invariable plane, is applied to describe AL distribution, and a patch-based approach is given to estimate curved surface. By using AL curved surface estimation, a new recovering model for RS multi-spectral images is given to obtain dehaze-free images. Comparative experiments are conducted, those results illustrate that the proposed method can produces visually impressive restored images, and the proposed method is superior to other relative methods in terms of image quality evaluations.","2075-5597","","10.1049/cje.2015.07.023","National Natural Science Foundation of China(grant numbers:61331021); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10855313","RS multi-spectral images;Dehaze;Cloud and fog removal;Dark channel prior;AL curved surface","Image quality;Atmospheric modeling;Clouds;Estimation;Image restoration;Remote sensing","","","","27","","27 Jan 2025","July 2015","","CIE","CIE Journals"
"Dehaze-AGGAN: Unpaired Remote Sensing Image Dehazing Using Enhanced Attention-Guide Generative Adversarial Networks","Y. Zheng; J. Su; S. Zhang; M. Tao; L. Wang","School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China",IEEE Transactions on Geoscience and Remote Sensing,"28 Sep 2022","2022","60","","1","13","Remote sensing image dehazing is of great scientific interest and application value in both military and civil fields. In this article, we propose an enhanced attention-guide generative adversarial network (GAN) network, Dehaze-AGGAN, to solve the remote sensing images dehazing problem, which does not require paired training data. Since haze images have a great influence on remote sensing object detection, the dehazing of remote sensing images has become significantly important. Typical image dehazing methods require a hazy input image and its ground truth in a paired manner, while paired training data are usually not available in the field of remote sensing. To solve this problem, we propose the Dehaze-AGGAN network and train it by feeding unpaired clean and hazy images into the model. We present a novel total variation loss combined with the cycle consistency loss to eliminate wave noise and improve the target edge quality in the test dataset. Moreover, we present a new dehazing dataset called remote sensing dehazing dataset (RSD), which contains 7000 simulate and real hazy images including 3500 warship images and 3500 civilian ship images, and evaluate our method in the dataset. We conduct experiments on RSD. Extensive experiments demonstrate that the proposed Dehaze-AGGAN is effective and has strong robustness and adaptability in different settings.","1558-0644","","10.1109/TGRS.2022.3204890","National Natural Science Foundation of China (NSFC)(grant numbers:62171379,62271409); Innovation Capability Support Program of Shaanxi(grant numbers:2021KJXX-99); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9881213","Attention guided;dehaze;generative adversarial networks (GANs);total variation loss","Remote sensing;Marine vehicles;Task analysis;Generative adversarial networks;Pollution;Generators;Training data","","57","","37","IEEE","7 Sep 2022","2022","","IEEE","IEEE Journals"
"Removing Scattered Light in Biomedical Images","Y. Gong; W. Huang; W. Wu","Shenzhen University, China; Shenzhen University, China; Shenzhen University, China",2023 IEEE 20th International Symposium on Biomedical Imaging (ISBI),"1 Sep 2023","2023","","","1","5","Scattered light is a common issue in various biomedical images such as fluorescence and X-ray images, leading to a hazy view of the imaging objects and thus degrading the image quality. To tackle this issue, this paper proposes a novel mathematical model to remove such scattered light. Our model is guaranteed to produce an image with better image contrast than the input. We also present a Local Guided Total Variation filter to solve this model. The proposed filter has linear computation complexity with respect to the total number of pixels, resulting in a high computational performance. Extensive experiments have been conducted to confirm the effectiveness of the proposed model and efficiency of the presented filter. Our method can be applied to a wide range of images to remove their scattered light. The open-source code is publicly available at http://gyh8.github.io.","1945-8452","978-1-6654-7358-3","10.1109/ISBI53787.2023.10230506","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10230506","scattered light;dehaze;total variation","Image quality;Maximum likelihood detection;Computational modeling;Biological system modeling;Nonlinear filters;Fluorescence;Mathematical models","","5","","25","IEEE","1 Sep 2023","18-21 April 2023","18-21 April 2023","IEEE","IEEE Conferences"
"Single Image Very Deep Super Resolution (SIVDSR) Dehaze","S. Roy; S. S. Chaudhuri","ECE Department, Narula Institute of Technology, Kolkata, India; ETCE Department, Jadavpur University, Kolkata, India","2021 IEEE International Conference on Biomedical Engineering, Computer and Information Technology for Health (BECITHCON)","19 Sep 2022","2021","","","9","13","Adverse climate conditions affect digital photography causing colour shifting, poor visibility, contrast reduction, and fainted appearance due to the scattering of atmospheric Particulate Matter (APM). To get an optimum transmission matrix is the key success of any single image dehazing technique. Deep Learning based Super Resolution technique with VDSR 20-weighted Layers ImageNet classifier improves any image resolution leading to noise suppression. High Residual Learning gradient clipping makes the algorithm converge fast with denoising and removal of artifacts by compression. This key observation has been exercised in improving resolution of the hazy images with an optical image formation model. In addition, benchmark established images are evaluated and their comparisons to the state-of-the-art methods show a consistent improvement in accurate scene transmission estimation resulting in clear, natural haze-free radiance. A good balance between execution speed and processing speed has been achieved.","","978-1-6654-6621-9","10.1109/BECITHCON54710.2021.9893583","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9893583","VDSR;Dehazing;APM;optical image formation model;SIVDSR;MOSF;VIA","Image resolution;Image coding;Image color analysis;Noise reduction;Scattering;Optical imaging;Optical scattering","","","","30","IEEE","19 Sep 2022","4-5 Dec. 2021","4-5 Dec. 2021","IEEE","IEEE Conferences"
"A New Efficient Airborne Video Dehaze System for UCAV","J. WANG; C. -x. QIN; K. YANG; J. ZHEN; P. REN","Electronic and Information College, Northwestern Polytechnical University, Xi’an, China; Electronic and Information College, Northwestern Polytechnical University, Xi’an, China; Electronic and Information College, Northwestern Polytechnical University, Xi’an, China; Electronic and Information College, Northwestern Polytechnical University, Xi’an, China; Electronic and Information College, Northwestern Polytechnical University, Xi’an, China",IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium,"14 Nov 2019","2019","","","9153","9156","Arming at the problem of image degradation during the UCAV capture the image for the interested target in the haze day, we propose a novel system for video dehaze based on embedded technology. The system adopts TS1601 as the main unit for the whole hardware system to complete dehaze parameterization control, H.264 video compression processing and framing processing, peripheral interface design and control command response and other functions. This paper introduces the design of the system's design framework, software design frame and modules works. The experimental results indicate that the system can fulfill the demand of video dehaze in real time and have some advantages such as low power consumption, easy implement etc. It can achieve the demand of the airborne dehaze application.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8899073","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8899073","UCAV;airborne video;dehaze;ARM;serial port","Streaming media;Process control;Software;Hardware;Image restoration;Telemetry;Atmospheric modeling","","1","","12","IEEE","14 Nov 2019","28 July-2 Aug. 2019","28 July-2 Aug. 2019","IEEE","IEEE Conferences"
"Dehazing of color image using stochastic enhancement","S. Bhattacharya; S. Gupta; K. S. Venkatesh","Indian Institute of Technology, Kanpur, India; Indian Institute of Technology, Kanpur, India; Indian Institute of Technology, Kanpur, India",2016 IEEE International Conference on Image Processing (ICIP),"19 Aug 2016","2016","","","2251","2255","Images captured in presence of fog, haze or snow usually suffer from poor contrast and visibility. In this paper we propose a novel dehazing method to increase visibility from a single view without using any prior knowledge about the outdoor scene. The proposed method estimates a visibility map of the scene from the input image and uses stochastic iterative algorithm to remove fog and haze. The method can be applied to color and grayscale images. Experimental results show that the proposed algorithm outperforms most of the state-of-the-art algorithms in terms of contrast, colorfulness and visibility.","2381-8549","978-1-4673-9961-6","10.1109/ICIP.2016.7532759","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7532759","image enhancement;dehaze;local enhancement","Color;Image color analysis;Atmospheric modeling;Stochastic processes;Iterative methods;Cost function","","15","","24","IEEE","19 Aug 2016","25-28 Sept. 2016","25-28 Sept. 2016","IEEE","IEEE Conferences"
"Light-DehazeNet: A Novel Lightweight CNN Architecture for Single Image Dehazing","H. Ullah; K. Muhammad; M. Irfan; S. Anwar; M. Sajjad; A. S. Imran; V. H. C. de Albuquerque","Department of Software, Visual Analytics for Knowledge Laboratory (VIS2KNOW Lab), Sejong University, Seoul, Republic of Korea; Department of Software, Sejong University, Seoul, Republic of Korea; Department of Software, Visual Analytics for Knowledge Laboratory (VIS2KNOW Lab), Sejong University, Seoul, Republic of Korea; Data61-Commonwealth Scientific and Industrial Research Organization (CSIRO), Black Mountain, ACT, Australia; Department of Computer Science, Norwegian Colour and Visual Computing Laboratory, Norwegian University of Science and Technology (NTNU), Gjøvik, Norway; Department of Computer Science, Norwegian Colour and Visual Computing Laboratory, Norwegian University of Science and Technology (NTNU), Gjøvik, Norway; Department of Teleinformatics Engineering, Federal University of Ceará, Fortaleza, Brazil",IEEE Transactions on Image Processing,"2 Nov 2021","2021","30","","8968","8982","Due to the rapid development of artificial intelligence technology, industrial sectors are revolutionizing in automation, reliability, and robustness, thereby significantly increasing quality and productivity. Most of the surveillance and industrial sectors are monitored by visual sensor networks capturing different surrounding environment images. However, during tempestuous weather conditions, the visual quality of the images is reduced due to contaminated suspended atmospheric particles that affect the overall surveillance systems. To tackle these challenges, this article presents a computationally efficient lightweight convolutional neural network referred to as Light-DehazeNet (LD-Net) for the reconstruction of hazy images. Unlike other learning-based approaches, which separately measure the transmission map and the atmospheric light, our proposed LD-Net jointly estimates both the transmission map and the atmospheric light using a transformed atmospheric scattering model. Furthermore, a color visibility restoration method is proposed to evade the color distortion in the dehaze image. Finally, we conduct extensive experiments using synthetic and natural hazy images. The quantitative and qualitative evaluation on different benchmark hazy datasets verify the superiority of the proposed method over other state-of-the-art image dehazing techniques. Moreover, additional experimentation validates the applicability of the proposed method in the object detection tasks. Considering the lightweight architecture with minimal computational cost, the proposed system is encouraged to be incorporated as an integral part of the vision-based monitoring systems to improve the overall performance.","1941-0042","","10.1109/TIP.2021.3116790","European Research Consortium for Informatics and Mathematics (ERCIM) “Alain Benoussan” Fellowship Programme(grant numbers:2019–40); Color and Visual Computing Laboratory, Department of Computer Science, Norwegian University of Science and Technology (NTNU), Gjøvik; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9562276","Image enhancement;image reconstruction;haze removal;convolutional neural network;single image dehazing;image visibility restoration","Atmospheric modeling;Image color analysis;Image reconstruction;Computational modeling;Visualization;Image restoration;Atmospheric measurements","","178","","58","IEEE","6 Oct 2021","2021","","IEEE","IEEE Journals"
"Research and Implementation of Image Dehazing Application with Controllable Haze Density Based on Dark Channel","X. Long; X. Dai","Department of Information Engineering, Wuhan Business University, Wuhan, China; Department of Information Engineering, Wuhan Business University, Wuhan, China",2022 3rd International Conference on Computer Science and Management Technology (ICCSMT),"8 Jun 2023","2022","","","90","93","In this paper, the application has been designed and developed for fuzzy removal of images using the OpenCV image processing library and the PyQt5 graphic framework, applying a dark channel image pre recovery algorithm, and this application can easily obtain dehazing images; The fuzzy elimination strength is controlled through the interface wheel and obtain haze concentration controllable dehaze image. It laid the foundation for further image processing, information acquisition and analysis.","","979-8-3503-2040-4","10.1109/ICCSMT58129.2022.00026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10143746","dark channel;dehazing;controllable dehaze image","Graphics;Computer science;Image processing;Wheels;Visual effects;Libraries","","1","","6","IEEE","8 Jun 2023","18-20 Nov. 2022","18-20 Nov. 2022","IEEE","IEEE Conferences"
"Single image haze removal using light and dark channel prior","Y. Xu; X. Guo; H. Wang; F. Zhao; L. Peng","School of Information and Telecommunication Institute, Beijing University of Post and Telecommunication; School of Information and Telecommunication Institute, Beijing University of Post and Telecommunication; School of Information and Telecommunication Institute, Beijing University of Post and Telecommunication; School of Information and Telecommunication Institute, Beijing University of Post and Telecommunication; School of Information and Telecommunication Institute, Beijing University of Post and Telecommunication",2016 IEEE/CIC International Conference on Communications in China (ICCC),"24 Oct 2016","2016","","","1","6","In this paper, we propose a simple but effective method to remove haze from a single input image. This method is not only prior on dark channel, but also light. Based on dark channel prior (DCP), a new haze removal scheme is proposed by Dr. He in [6] and it is becoming popular because of its dark channel statistics of outdoor haze-free images. Whereas, there are two problems in the scheme proposed in [6]: the cost of computing the transmission map using soft mapping is high and the atmospheric light is over-exposure when a bright area is shown in images. This paper proposes a novel dehazing algorithm with dark channel and light channel where the light channel is a kind of statistics of outdoor hazy images. Moreover, the guided filter is introduced to refine the dark channel and the light channel in this paper. The objective of proposed dehazing algorithm (PDA) is to alleviate or remove these problems found in [6]. To verify the PDA and compare it with the DCP scheme, several examples are given in this paper. The results show that the PDA is about 25 times faster than the DCP since the soft matting is avoided on average, and visual quality in the PDA without over-exposure problem is better than that in the DCP. With these improvements, the proposed method may be applied in video surveillance, intelligent transportation system and remote sensing.","","978-1-5090-2143-7","10.1109/ICCChina.2016.7636813","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7636813","Dehaze;dark channel prior;light channel prior;image restoration;guided filter","Mathematical model;Atmospheric modeling;Image color analysis;Handheld computers;Approximation algorithms;Communications technology;Image restoration","","31","","17","IEEE","24 Oct 2016","27-29 July 2016","27-29 July 2016","IEEE","IEEE Conferences"
"Image Dehazing Based on Haze Degree Classification","X. Zhao; T. Zhang; W. Chen; W. Wu","School of Automation, Beijing Institute of Technology, Beijing, China; School of Automation, Beijing Institute of Technology, Beijing, China; School of Automation, Beijing Institute of Technology, Beijing, China; Department of Electrical and Electronic Engineering, University of Nottingham, Nottingham, UK",2020 Chinese Automation Congress (CAC),"29 Jan 2021","2020","","","4186","4191","The existing technology of image dehazing neglects whether there is haze in an image and dehazes directly, which limits the efficiency of dehazing technology in real-world. Therefore, the classification of haze degree for image needs to be solved. This paper compares the features including brightness, haze factor, sharpness, etc. in clear and hazy images of different haze degree and obtain that different visual range images can be classified. And the Haze Image Classification Network is proposed which can classify an image to haze-free, haze-light or haze-dense. We test this method on our synthetic hazy dataset consisting of different visual range images and experiment results demonstrate the proposed idea performs well on accuracy, efficiency and real-time performance of hazy degree classification. We also train two dehazing model—haze-dense model and haze-light model for selecting and dehaze according to different haze degree. Compared to dehazing method without classification, doing haze degree classification before dehazing has got better performance on subjective and objective evaluation. The haze classification method and dehazing methods of this paper provide a good foundation for the following computer vision tasks, such as automatic driving, target detection, image recognition, etc.","2688-0938","978-1-7281-7687-1","10.1109/CAC51589.2020.9327091","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9327091","hazy degree classification;convolutional neural network (CNN);dehaze;atmospheric scattering physical model;real-time","Atmospheric modeling;Scattering;Feature extraction;Brightness;Image color analysis;Histograms;Image classification","","8","","23","IEEE","29 Jan 2021","6-8 Nov. 2020","6-8 Nov. 2020","IEEE","IEEE Conferences"
"Single-Image Dehazing Using Extreme Reflectance Channel Prior","Y. Zhang; K. Gao; J. Wang; X. Zhang; H. Wang; Z. Hua; Q. Wu","Key Laboratory of Photoelectronic Imaging Technology and System, Ministry of Education of China, Beijing Institute of Technology, Beijing, China; Key Laboratory of Photoelectronic Imaging Technology and System, Ministry of Education of China, Beijing Institute of Technology, Beijing, China; Key Laboratory of Photoelectronic Imaging Technology and System, Ministry of Education of China, Beijing Institute of Technology, Beijing, China; Key Laboratory of Photoelectronic Imaging Technology and System, Ministry of Education of China, Beijing Institute of Technology, Beijing, China; Key Laboratory of Photoelectronic Imaging Technology and System, Ministry of Education of China, Beijing Institute of Technology, Beijing, China; Key Laboratory of Photoelectronic Imaging Technology and System, Ministry of Education of China, Beijing Institute of Technology, Beijing, China; Key Laboratory of Photoelectronic Imaging Technology and System, Ministry of Education of China, Beijing Institute of Technology, Beijing, China",IEEE Access,"22 Jun 2021","2021","9","","87826","87838","Image dehazing algorithms based on dark channel prior principle have achieved good results for most scenes. However, the popular dark channel prior tends to underestimate transmissions of bright areas or objects, such as the skies, white areas and self-luminous bodies, which may cause color distortions during dehazing. A complementary prior called the extreme reflectance channel prior (ERC), which combines the dark channel prior with the bright channel prior, is proposed to estimate the transmission map. The extreme reflectance channel is the union of dark and bright channel’s pixels which satisfy the corresponding channel. Based on the scattering analysis results that the intensities of pixels in ERC are often close to 0 or 1 for the natural haze-free images or close to global atmospheric light if hazes occur in the air, the pixels in a hazy image can be recovered according to ERC to calculate the transmission map and then solve the haze imaging mode. Experiments show that ERC method outperforms state-of-the-art methods in PSNR, SSIM and visual perception effects.","2169-3536","","10.1109/ACCESS.2021.3090202","Qian Xuesen Laboratory of Space Technology, China Academy of Space Technology(grant numbers:GZZKFJJ2020004); National Natural Science Foundation of China(grant numbers:61875013,61827814); Natural Science Foundation of Beijing Municipality(grant numbers:Z19J00064); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458304","Dehaze;extreme reflectance channel;transmission map","Atmospheric modeling;Channel estimation;Image color analysis;Histograms;Scattering;Learning systems","","9","","59","CCBY","17 Jun 2021","2021","","IEEE","IEEE Journals"
