Document Title,Authors,Author Affiliations,Publication Year,Abstract,DOI,PDF Link,Article Citation Count,Patent Citation Count,Reference Count,Document Identifier
Efficient Diffusion Training via Min-SNR Weighting Strategy,T. Hang; S. Gu; C. Li; J. Bao; D. Chen; H. Hu; X. Geng; B. Guo,"Southeast University; Microsoft Research Asia; National Key Laboratory of Human-Machine Hybrid Augmented Intelligence, National Engineering Research Center for Visual Information and Applications, and Institute of Artificial Intelligence and Robotics, Xi’an Jiaotong University; Microsoft Research Asia; Microsoft Research Asia; Microsoft Research Asia; Southeast University; Southeast University",2023,"Denoising diffusion models have been a mainstream approach for image generation, however, training these models often suffers from slow convergence. In this paper, we discovered that the slow convergence is partly due to conflicting optimization directions between timesteps. To address this issue, we treat the diffusion training as a multi-task learning problem, and introduce a simple yet effective approach referred to as Min-SNR-γ. This method adapts loss weights of timesteps based on clamped signal-to-noise ratios, which effectively balances the conflicts among timesteps. Our results demonstrate a significant improvement in converging speed, 3.4× faster than previous weighting strategies. It is also more effective, achieving a new record FID score of 2.06 on the ImageNet 256 × 256 benchmark using smaller architectures than that employed in previous state-of-the-art. The code is available at https://github.com/TiankaiHang/Min-SNR-Diffusion-Training.",10.1109/ICCV51070.2023.00684,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10378151,74,,59,IEEE Conferences
Hyperspectral Image Compressive Sensing Reconstruction Using Subspace-Based Nonlocal Tensor Ring Decomposition,Y. Chen; T. -Z. Huang; W. He; N. Yokoya; X. -L. Zhao,"School of Mathematical Sciences/Research Center for Image and Vision Computing, University of Electronic Science and Technology of China, Chengdu, China; School of Mathematical Sciences/Research Center for Image and Vision Computing, University of Electronic Science and Technology of China, Chengdu, China; Geoinformatics Unit, RIKEN Center for Advanced Intelligence Project, RIKEN, Tokyo, Japan; Geoinformatics Unit, RIKEN Center for Advanced Intelligence Project, RIKEN, Tokyo, Japan; School of Mathematical Sciences/Research Center for Image and Vision Computing, University of Electronic Science and Technology of China, Chengdu, China",2020,"Hyperspectral image compressive sensing reconstruction (HSI-CSR) can largely reduce the high expense and low efficiency of transmitting HSI to ground stations by storing a few compressive measurements, but how to precisely reconstruct the HSI from a few compressive measurements is a challenging issue. It has been proven that considering the global spectral correlation, spatial structure, and nonlocal self-similarity priors of HSI can achieve satisfactory reconstruction performances. However, most of the existing methods cannot simultaneously capture the mentioned priors and directly design the regularization term to the HSI. In this article, we propose a novel subspace-based nonlocal tensor ring decomposition method (SNLTR) for HSI-CSR. Instead of designing the regularization of the low-rank approximation to the HSI, we assume that the HSI lies in a low-dimensional subspace. Moreover, to explore the nonlocal self-similarity and preserve the spatial structure of HSI, we introduce a nonlocal tensor ring decomposition strategy to constrain the related coefficient image, which can decrease the computational cost compared to the methods that directly employ the nonlocal regularization to HSI. Finally, a well-known alternating minimization method is designed to efficiently solve the proposed SNLTR. Extensive experimental results demonstrate that our SNLTR method can significantly outperform existing approaches for HSI-CSR.",10.1109/TIP.2020.2994411,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9096509,74,,55,IEEE Journals
Onsager-corrected deep learning for sparse linear inverse problems,M. Borgerding; P. Schniter,"Dept. of ECE, The Ohio State University, Columbus, OR; Dept. of ECE, The Ohio State University, Columbus, OR",2016,"Deep learning has gained great popularity due to its widespread success on many inference problems. We consider the application of deep learning to the sparse linear inverse problem encountered in compressive sensing, where one seeks to recover a sparse signal from a small number of noisy linear measurements. In this paper, we propose a novel neural-network architecture that decouples prediction errors across layers in the same way that the approximate message passing (AMP) algorithm decouples them across iterations: through Onsager correction. Numerical experiments suggest that our “learned AMP” network significantly improves upon Gregor and Le-Cun's “learned ISTA” network in both accuracy and complexity.",10.1109/GlobalSIP.2016.7905837,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7905837,74,,25,IEEE Conferences
Sparsifying Transform Learning With Efficient Optimal Updates and Convergence Guarantees,S. Ravishankar; Y. Bresler,"Department of Electrical and Computer Engineering, University of Illinois, Urbana-Champaign, IL, USA; Department of Electrical and Computer Engineering, University of Illinois, Urbana-Champaign, IL, USA",2015,"Many applications in signal processing benefit from the sparsity of signals in a certain transform domain or dictionary. Synthesis sparsifying dictionaries that are directly adapted to data have been popular in applications such as image denoising, inpainting, and medical image reconstruction. In this paper, we focus instead on the sparsifying transform model, and study the learning of well-conditioned square sparsifying transforms. The proposed algorithms alternate between a l0 “norm”-based sparse coding step, and a non-convex transform update step. We derive the exact analytical solution for each of these steps. The proposed solution for the transform update step achieves the global minimum in that step, and also provides speedups over iterative solutions involving conjugate gradients. We establish that our alternating algorithms are globally convergent to the set of local minimizers of the nonconvex transform learning problems. In practice, the algorithms are insensitive to initialization. We present results illustrating the promising performance and significant speed-ups of transform learning over synthesis K-SVD in image denoising.",10.1109/TSP.2015.2405503,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7045534,74,,44,IEEE Journals
Speckle Noise Reduction in Ultrasound Images for Improving the Metrological Evaluation of Biomedical Applications: An Overview,C. A. Duarte-Salazar; A. E. Castro-Ospina; M. A. Becerra; E. Delgado-Trejos,"MIRP Lab–Parque i, Instituto Tecnológico Metropolitano (ITM), Medellin, Colombia; MIRP Lab–Parque i, Instituto Tecnológico Metropolitano (ITM), Medellin, Colombia; Institucion Universitaria Pascual Bravo, Medellin, Colombia; CM&P Research Group, AMYSOD Lab–Parque i, Instituto Tecnológico Metropolitano (ITM), Medellin, Colombia",2020,"In recent years, many studies have examined filters for eliminating or reducing speckle noise, which is inherent to ultrasound images, in order to improve the metrological evaluation of their biomedical applications. In the case of medical ultrasound images, said noise can produce uncertainty in the diagnosis because details, such as limits and edges, should be preserved. Most algorithms can eliminate speckle noise, but they do not consider the conservation of these details. This paper describes, in detail, 27 techniques that mainly focus on the smoothing or elimination of speckle noise in medical ultrasound images. The aim of this study is to highlight the importance of improving said smoothing and elimination, which are directly related to several processes (such as the detection of regions of interest) described in other articles examined in this study. Furthermore, the description of this collection of techniques facilitates the implementation of evaluations and research with a more specific scope. This study initially covers several classical methods, such as spatial filtering, diffusion filtering, and wavelet filtering. Subsequently, it describes recent techniques in the field of machine learning focused on deep learning, which are not yet well known but greatly relevant, along with some modern and hybrid models in the field of speckle-noise filtering. Finally, five Full-Reference (FR) distortion metrics, common in filter evaluation processes, are detailed along with a compensation methodology between FR and Non-Reference (NR) metrics, which can generate greater certainty in the classification of the filters by considering the information of their behavior in terms of perceptual quality provided by NR metrics.",10.1109/ACCESS.2020.2967178,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8962089,74,,118,IEEE Journals
Spectral CT Image Restoration via an Average Image-Induced Nonlocal Means Filter,D. Zeng; J. Huang; H. Zhang; Z. Bian; S. Niu; Z. Zhang; Q. Feng; W. Chen; J. Ma,"School of Biomedical Engineering, Southern Medical University, Guangzhou, China; School of Biomedical Engineering, Southern Medical University, Guangzhou, China; School of Biomedical Engineering, Southern Medical University, Guangzhou, China; School of Biomedical Engineering, Southern Medical University, Guangzhou, China; School of Biomedical Engineering, Southern Medical University, Guangzhou, China; School of Biomedical Engineering, Southern Medical University, Guangzhou, China; School of Biomedical Engineering, Southern Medical University, Guangzhou, China; School of Biomedical Engineering, Southern Medical University, Guangzhou, China; School of Biomedical Engineering, Southern Medical University, Guangzhou, China",2016,"Goal: Spectral computed tomography (SCT) images reconstructed by an analytical approach often suffer from a poor signal-to-noise ratio and strong streak artifacts when sufficient photon counts are not available in SCT imaging. In reducing noise-induced artifacts in SCT images, in this study, we propose an average image-induced nonlocal means (aviNLM) filter for each energy-specific image restoration. Methods: The present aviNLM algorithm exploits redundant information in the whole energy domain. Specifically, the proposed aviNLM algorithm yields the restored results by performing a nonlocal weighted average operation on the noisy energy-specific images with the nonlocal weight matrix between the target and prior images, in which the prior image is generated from all of the images reconstructed in each energy bin. Results: Qualitative and quantitative studies are conducted to evaluate the aviNLM filter by using the data of digital phantom, physical phantom, and clinical patient data acquired from the energy-resolved and -integrated detectors, respectively. Experimental results show that the present aviNLM filter can achieve promising results for SCT image restoration in terms of noise-induced artifact suppression, cross profile, and contrast-to-noise ratio and material decomposition assessment. Conclusion and Significance: The present aviNLM algorithm has useful potential for radiation dose reduction by lowering the mAs in SCT imaging, and it may be useful for some other clinical applications, such as in myocardial perfusion imaging and radiotherapy.",10.1109/TBME.2015.2476371,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7239569,74,,39,IEEE Journals
SpectralDiff: A Generative Framework for Hyperspectral Image Classification With Diffusion Models,N. Chen; J. Yue; L. Fang; S. Xia,"Institute of Remote Sensing and Geographic Information System, Peking University, Beijing, China; School of Automation, Central South University, Changsha, China; College of Electrical and Information Engineering, Hunan University, Changsha, China; Department of Geomatics Engineering, Changsha University of Science and Technology, Changsha, China",2023,"Hyperspectral image (HSI) classification is an important issue in remote sensing field with extensive applications in Earth science. In recent years, a large number of deep learning-based HSI classification methods have been proposed. However, the existing methods have limited ability to handle high-dimensional, highly redundant, and complex data, making it challenging to capture the spectral–spatial distributions of data and relationships between samples. To address this issue, we propose a generative framework for HSI classification with diffusion models (SpectralDiff) that effectively mines the distribution information of high-dimensional and highly redundant data by iteratively denoising and explicitly constructing the data generation process, thus better reflecting the relationships between samples. The framework consists of a spectral–spatial diffusion module and an attention-based classification module. The spectral–spatial diffusion module adopts forward and reverse spectral–spatial diffusion processes to achieve adaptive construction of sample relationships without requiring prior knowledge of graphical structure or neighborhood information. It captures spectral–spatial distribution and contextual information of objects in HSI and mines unsupervised spectral–spatial diffusion features within the reverse diffusion process. Finally, these features are fed into the attention-based classification module for per-pixel classification. The diffusion features can facilitate cross-sample perception via reconstruction distribution, leading to improved classification performance. Experiments on three public HSI datasets demonstrate that the proposed method can achieve better performance than state-of-the-art methods. For the sake of reproducibility, the source code of SpectralDiff will be publicly available at https://github.com/chenning0115/SpectralDiff.",10.1109/TGRS.2023.3310023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10234379,74,,85,IEEE Journals
Tracker Meets Night: A Transformer Enhancer for UAV Tracking,J. Ye; C. Fu; Z. Cao; S. An; G. Zheng; B. Li,"School of Mechanical Engineering, Tongji University, Shanghai, China; School of Mechanical Engineering, Tongji University, Shanghai, China; School of Automotive Studies, Tongji University, Shanghai, China; Tech & Data Center, JD.COM Inc, Beijing, China; School of Mechanical Engineering, Tongji University, Shanghai, China; School of Mechanical Engineering, Tongji University, Shanghai, China",2022,"Most previous progress in object tracking is realized in daytime scenes with favorable illumination. State-of-the-arts can hardly carry on their superiority at night so far, thereby considerably blocking the broadening of visual tracking-related unmanned aerial vehicle (UAV) applications. To realize reliable UAV tracking at night, a spatial-channel Transformer-based low-light enhancer (namely SCT), which is trained in a novel task-inspired manner, is proposed and plugged prior to tracking approaches. To achieve semantic-level low-light enhancement targeting the high-level task, the novel spatial-channel attention module is proposed to model global information while preserving local context. In the enhancement process, SCT denoises and illuminates nighttime images simultaneously through a robust non-linear curve projection. Moreover, to provide a comprehensive evaluation, we construct a challenging nighttime tracking benchmark, namely DarkTrack2021, which contains 110 challenging sequences with over 100 K frames in total. Evaluations on both the public UAVDark135 benchmark and the newly constructed DarkTrack2021 benchmark show that the task-inspired design enables SCT with significant performance gains for nighttime UAV tracking compared with other top-ranked low-light enhancers. Real-world tests on a typical UAV platform further verify the practicability of the proposed approach. The DarkTrack2021 benchmark and the code of the proposed approach are publicly available at https://github.com/vision4robotics/SCT.",10.1109/LRA.2022.3146911,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9696362,74,,38,IEEE Journals
Wavelet-Improved Score-Based Generative Model for Medical Imaging,W. Wu; Y. Wang; Q. Liu; G. Wang; J. Zhang,"School of Biomedical Engineering, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China; School of Biomedical Engineering, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China; Department of Information Engineering, Nanchang University, Nanchang, China; Department of Biomedical Engineering, Rensselaer Polytechnic Institute, Troy, NY, USA; School of Biomedical Engineering, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China",2024,"The score-based generative model (SGM) has demonstrated remarkable performance in addressing challenging under-determined inverse problems in medical imaging. However, acquiring high-quality training datasets for these models remains a formidable task, especially in medical image reconstructions. Prevalent noise perturbations or artifacts in low-dose Computed Tomography (CT) or under-sampled Magnetic Resonance Imaging (MRI) hinder the accurate estimation of data distribution gradients, thereby compromising the overall performance of SGMs when trained with these data. To alleviate this issue, we propose a wavelet-improved denoising technique to cooperate with the SGMs, ensuring effective and stable training. Specifically, the proposed method integrates a wavelet sub-network and the standard SGM sub-network into a unified framework, effectively alleviating inaccurate distribution of the data distribution gradient and enhancing the overall stability. The mutual feedback mechanism between the wavelet sub-network and the SGM sub-network empowers the neural network to learn accurate scores even when handling noisy samples. This combination results in a framework that exhibits superior stability during the learning process, leading to the generation of more precise and reliable reconstructed images. During the reconstruction process, we further enhance the robustness and quality of the reconstructed images by incorporating regularization constraint. Our experiments, which encompass various scenarios of low-dose and sparse-view CT, as well as MRI with varying under-sampling rates and masks, demonstrate the effectiveness of the proposed method by significantly enhanced the quality of the reconstructed images. Especially, our method with noisy training samples achieves comparable results to those obtained using clean data. Our code at https://zenodo.org/record/8266123.",10.1109/TMI.2023.3325824,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10288274,74,,61,IEEE Journals
A Comparative Study on Approaches to Speckle Noise Reduction in Images,A. Maity; A. Pattanaik; S. Sagnika; S. Pani,"School of Computer Engineering, KIlT University Bhubaneswar, India; School of Computer Engineering, KIlT University Bhubaneswar, India; School of Computer Engineering, KIlT University Bhubaneswar, India; School of Computer Engineering, KIlT University Bhubaneswar, India",2015,"Noise refers to the random variation of intensity of a pixel, which modifies the actual information of the image. As a result, pixels which appear in the image are not the actual pixels. Addition of extraneous values to the image causes the occurrence of noise. Noise is categorized into impulse (salt-and-pepper) noise, uniform noise, Gaussian noise, exponential noise, Erlang (gamma) noise, photon noise, speckle noise, etc. Speckle noise is the noise that arises due to the effect of environmental conditions on the imaging sensor during image acquisition. Speckle noise is mostly detected in case of medical images, active Radar images and Synthetic Aperture Radar (SAR) images. Various researchers have performed experiments to overcome this kind of noise using different filtering techniques based on soft computing approaches, such as Fuzzy Filter, Genetic Algorithm, Particle Swarm Optimization, Artificial Bee Colony Optimization, Neural Networks, etc. In this paper, we present a brief analysis of different techniques used for speckle noise reduction, along with their advantages and disadvantages, in a comparative manner.",10.1109/CINE.2015.36,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7053819,73,,37,IEEE Conferences
Action Recognition Scheme Based on Skeleton Representation With DS-LSTM Network,X. Jiang; K. Xu; T. Sun,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; National Engineering Laboratory for Information Content Analysis Technology, School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China",2020,"Skeleton-based human action recognition has been a popular research field during the past few years. With the help of cameras equipping deep sensors, such as the Kinect, human action can be represented by a sequence of human skeleton data. Inspired by the skeleton descriptors based on Lie group, a spatial-temporal skeleton transformation descriptor (ST-STD) is proposed in this paper. The ST-STD describes the relative transformations of skeletons, including the rotation and translation during movement. It gives a comprehensive view of the skeleton in both spatial and temporal domain for each frame. To capture the temporal connections in the skeleton sequence, a denoising sparse long short term memory (DS-LSTM) network is proposed in this paper. The DS-LSTM is designed to deal with two problems in action recognition. First, to decrease the intra-class diversity, the spatial-temporal auto-encoder (STAE) is proposed in this paper to generate representations with higher abstractness. The denoising constraint and the sparsity constraint are applied on both spatial and temporal domain to enhance the robustness and to reduce action misalignment. Second, to model the action sequence, a three-layer LSTM structure is trained with STAE representations for temporal modeling and classification. The experiments are carried out on four popular datasets. The results show that our approach performs better than several existing skeleton-based action recognition methods, which prove the effectiveness of our method.",10.1109/TCSVT.2019.2914137,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703407,73,,45,IEEE Journals
DiffWater: Underwater Image Enhancement Based on Conditional Denoising Diffusion Probabilistic Model,M. Guan; H. Xu; G. Jiang; M. Yu; Y. Chen; T. Luo; X. Zhang,"School of Mathematics and Statistics, Ningbo University, Ningbo, China; School of Mathematics and Statistics, Ningbo University, Ningbo, China; Faculty of Information Science and Engineering, Ningbo University, Ningbo, China; Faculty of Information Science and Engineering, Ningbo University, Ningbo, China; Faculty of Information Science and Engineering, Ningbo University, Ningbo, China; Faculty of Information Science and Engineering, Ningbo University, Ningbo, China; Northwest Normal University, Lanzhou, China",2024,"Underwater imaging is often affected by light attenuation and scattering in water, leading to degraded visual quality, such as color distortion, reduced contrast, and noise. Existing underwater image enhancement (UIE) methods often lack generalization capabilities, making them unable to adapt to various underwater images captured in different aquatic environments and lighting conditions. To address these challenges, a UIE method based on the conditional denoising diffusion probabilistic model (DDPM) is proposed (DiffWater), which leverages the advantages of DDPM and trains a stable and well-converged model capable of generating high-quality and diverse samples. Considering the multiple distortion issues in underwater imaging, unconditional DDPM may not achieve satisfactory enhancement and restoration results. Therefore, DiffWater utilizes the degraded underwater image with added color compensation as a conditional guide, through which the DiffWater achieves high-quality restoration of degraded underwater images. Particularly, the proposed DiffWater introduces a color compensation method that performs channelwise color compensation in the RGB color space, tailored to different water conditions and lighting scenarios, and utilizes this condition to guide the denoising process. In the experimental section, the proposed DiffWater method is tested on four real underwater image datasets and compared against existing methods. Experimental results demonstrate that DiffWater outperforms existing comparison methods in terms of enhancement quality and effectiveness, exhibiting stronger generalization capabilities and robustness.",10.1109/JSTARS.2023.3344453,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10365517,73,,64,IEEE Journals
Direct Patlak Reconstruction From Dynamic PET Data Using the Kernel Method With MRI Information Based on Structural Similarity,K. Gong; J. Cheng-Liao; G. Wang; K. T. Chen; C. Catana; J. Qi,"Department of Biomedical Engineering, University of California at Davis, Davis, CA, USA; Department of Biomedical Engineering, University of California at Davis, Davis, CA, USA; Department of Radiology, University of California at Davis, Davis, CA, USA; Martinos Center for Biomedical Imaging, Massachusetts General Hospital and Harvard Medical School, Charlestown, MA, USA; Martinos Center for Biomedical Imaging, Massachusetts General Hospital and Harvard Medical School, Charlestown, MA, USA; Department of Biomedical Engineering, University of California at Davis, Davis, CA, USA",2018,"Positron emission tomography (PET) is a functional imaging modality widely used in oncology, cardiology, and neuroscience. It is highly sensitive, but suffers from relatively poor spatial resolution, as compared with anatomical imaging modalities, such as magnetic resonance imaging (MRI). With the recent development of combined PET/MR systems, we can improve the PET image quality by incorporating MR information into image reconstruction. Previously, kernel learning has been successfully embedded into static and dynamic PET image reconstruction using either PET temporal or MRI information. Here, we combine both PET temporal and MRI information adaptively to improve the quality of direct Patlak reconstruction. We examined different approaches to combine the PET and MRI information in kernel learning to address the issue of potential mismatches between MRI and PET signals. Computer simulations and hybrid real-patient data acquired on a simultaneous PET/MR scanner were used to evaluate the proposed methods. Results show that the method that combines PET temporal information and MRI spatial information adaptively based on the structure similarity index has the best performance in terms of noise reduction and resolution improvement.",10.1109/TMI.2017.2776324,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8118149,73,,58,IEEE Journals
GCD-DDPM: A Generative Change Detection Model Based on Difference-Feature-Guided DDPM,Y. Wen; X. Ma; X. Zhang; M. -O. Pun,"Future Network of Intelligence Institute, Chinese University of Hong Kong, Shenzhen, China; Future Network of Intelligence Institute, Chinese University of Hong Kong, Shenzhen, China; School of Information Science and Engineering, Wuhan University of Science and Technology, Wuhan, China; School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen, China",2024,"Deep learning (DL)-based methods have recently shown great promise in bitemporal change detection (CD). Existing discriminative methods based on convolutional neural networks (CNNs) and Transformers rely on discriminative representation learning for change recognition while struggling with exploring local and long-range contextual dependencies. As a result, it is still challenging to obtain fine-grained and robust CD maps in diverse ground scenes. To cope with this challenge, this work proposes a generative CD model called GCD-DDPM to directly generate CD maps by exploiting the denoising diffusion probabilistic model (DDPM), instead of classifying each pixel into changed or unchanged categories. Furthermore, the difference conditional encoder (DCE), is designed to guide the generation of CD maps by exploiting multilevel difference features. Leveraging the variational inference (VI) procedure, GCD-DDPM can adaptively recalibrate the CD results through an iterative inference process, while accurately distinguishing subtle and irregular changes in diverse scenes. Finally, a noise suppression-based semantic enhancer (NSSE) is specifically designed to mitigate noise in the current step’s change-aware feature representations from the CD Encoder. This refinement, serving as an attention map, can guide subsequent iterations while enhancing CD accuracy. Extensive experiments on four high-resolution CD datasets (CDD) confirm the superior performance of the proposed GCD-DDPM. The code for this work will be available at https://github.com/udrs/GCD.",10.1109/TGRS.2024.3381752,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10479050,73,,52,IEEE Journals
Histogram of Oriented Gradients Feature Extraction From Raw Bayer Pattern Images,W. Zhou; S. Gao; L. Zhang; X. Lou,"School of Information Science and Technology, ShanghaiTech University, Shanghai, China; School of Information Science and Technology, ShanghaiTech University, Shanghai, China; School of Information Science and Technology, ShanghaiTech University, Shanghai, China; School of Information Science and Technology, ShanghaiTech University, Shanghai, China",2020,"This brief studies the redundancy in the image processing pipeline for histogram of oriented gradients (HOG) feature extraction. The impact of demosaicing on the extracted HOG features is analyzed and experimented. It is shown that by taking advantage of the inter-channel correlation of natural images, the HOG features can be directly extracted from the Bayer pattern images with proper gamma compression. Due to the elimination of the image processing pipeline, the power consumption and computational complexity of the detection system can be significantly reduced. Experimental results show that the Bayer pattern image-based HOG features can be used in pedestrian detection systems with little performance degradation.",10.1109/TCSII.2020.2980557,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9035647,73,,25,IEEE Journals
Hyperspectral Image Restoration: Where Does the Low-Rank Property Exist,Y. Chang; L. Yan; B. Chen; S. Zhong; Y. Tian,"National Key Laboratory of Science and Technology on Multispectral Information Processing, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science and Technology on Multispectral Information Processing, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; Artificial Intelligence Research Center, Peng Cheng Laboratory, Shenzhen, China; National Key Laboratory of Science and Technology on Multispectral Information Processing, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; Artificial Intelligence Research Center, Peng Cheng Laboratory, Shenzhen, China",2021,"Hyperspectral image (HSI) restoration is to recover the clean image from degraded version, such as the noisy, blurred, or damaged. Recent low-rank tensor-based recovery methods have been widely explored in HSIs restoration. Most of previous methods, however, neglect an inconspicuous but important phenomenon that the physical meaning and dimension along the spatial, spectral, and nonlocal mode are markedly different. In this work, we discover the low-rank property discrepancy along spatial, spectral, and nonlocal self-similarity mode in the HSIs, and argue that the intrinsic low-rank correlations along each mode contribute different to the final restoration results. Consequently, we figure out that the combination of the spectral and nonlocal-induced low-rank is most beneficial for HSIs modeling, and propose an optimal low-rank tensor (OLRT) model for HSIs restoration. Furthermore, we not only explore the low-rank property in the image component, but also in the sparse error component (stripe noise in HSIs). Thus, we extend OLRT to the OLRT-robust principal component analysis (RPCA) with low-rank tensor priors for both the HSIs and sparse error. Besides, previous methods are usually designed for one specific HSI task, which is less robust to various tasks. We prove that the proposed optimal low-rank prior is very flexible for various HSI restoration problems including denoising, deblurring, inpainting, and destriping. The proposed methods have been extensively evaluated on several benchmarks and tasks, and greatly outperform state-of-the-art (STOA). We show the simple yet effective OLRT strategy is also beneficial to STOA.",10.1109/TGRS.2020.3024623,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9215007,73,,86,IEEE Journals
Learning Invariant Representation for Unsupervised Image Restoration,W. Du; H. Chen; H. Yang,"College of Computer Science, Sichuan University, Chengdu, China; College of Computer Science, Sichuan University, Chengdu, China; College of Computer Science, Sichuan University, Chengdu, China",2020,"Recently, cross domain transfer has been applied for unsupervised image restoration tasks. However, directly applying existing frameworks would lead to domain-shift problems in translated images due to lack of effective supervision. Instead, we propose an unsupervised learning method that explicitly learns invariant presentation from noisy data and reconstructs clear observations. To do so, we introduce discrete disentangling representation and adversarial domain adaption into general domain transfer framework, aided by extra self-supervised modules including background and semantic consistency constraints, learning robust representation under dual domain constraints, such as feature and image domains. Experiments on synthetic and real noise removal tasks show the proposed method achieves comparable performance with other stateof-the-art supervised and unsupervised methods, while having faster and stable convergence than other domain adaption methods.",10.1109/CVPR42600.2020.01449,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9156463,73,,42,IEEE Conferences
Multiscale Full-Waveform Dual-Parameter Inversion Based on Total Variation Regularization to On-Ground GPR Data,D. Feng; C. Cao; X. Wang,"School of Geosciences and Info-Physics, Central South University, Changsha, China; School of Geosciences and Info-Physics, Central South University, Changsha, China; School of Geosciences and Info-Physics, Central South University, Changsha, China",2019,"Full-waveform inversion (FWI) in the time domain of ground-penetrating radar (GPR) data involves a vast number of calculations; thus, it requires a large amount of memory and is difficult to calculate on a personal computer (PC). In this paper, GPR data are analyzed with multiscale FWI using two parameters (permittivity and conductivity) based on total variation (TV) regularization, which is implemented on a PC using a graphics processing unit (GPU) parallel acceleration strategy. The inverse problem is considered to be a nonlinear optimization problem and is solved with limited-memory Broyden-Fletcher-Goldfarb-Shanno (L-BFGS) process, which is a quasi-Newton method. The gradient of the objective function is calculated using the adjoint-state method, and the finite-difference method is required to solve the forward problem many times. A multiscale serial inversion strategy is applied to optimize the inversion algorithm and to decompose the inversion problem into 2-3 frequency bands to search in the direction of the global minimum point instead of local minimums. Taking the complex model as an example, experiments are carried out to assess the parameter adjustment factor and regularization parameter. The appropriate parameter adjustment factor and regularization parameter can effectively guarantee the convergence speed and stability of dual-parameter inversion method and improve the accuracy of GPR data inversion. Finally, FWI of the noise-free and 25-dB signal-to-noise ratio (SNR) noise data of the overthrust model is performed. The results show that the multiscale and dual-parameter inversion method proposed in this paper can provide reliable constraints, has better adaptability to noisy data, and can reliably and accurately reconstruct the dielectric properties distribution of the subsurface.",10.1109/TGRS.2019.2926626,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8784398,73,,59,IEEE Journals
PC2: Projection-Conditioned Point Cloud Diffusion for Single-Image 3D Reconstruction,L. Melas-Kyriazi; C. Rupprecht; A. Vedaldi,"Department of Engineering Science, Visual Geometry Group, University of Oxford; Department of Engineering Science, Visual Geometry Group, University of Oxford; Department of Engineering Science, Visual Geometry Group, University of Oxford",2023,"Reconstructing the 3D shape of an object from a single RGB image is a long-standing problem in computer vision. In this paper, we propose a novel method for single-image 3D reconstruction which generates a sparse point cloud via a conditional denoising diffusion process. Our method takes as input a single RGB image along with its camera pose and gradually denoises a set of 3D points, whose positions are initially sampled randomly from a three-dimensional Gaussian distribution, into the shape of an object. The key to our method is a geometrically-consistent conditioning process which we call projection conditioning: at each step in the diffusion process, we project local image features onto the partially-denoised point cloud from the given camera pose. This projection conditioning process enables us to generate high-resolution sparse geometries that are well-aligned with the input image and can additionally be used to predict point colors after shape reconstruction. Moreover, due to the probabilistic nature of the diffusion process, our method is naturally capable of generating multiple different shapes consistent with a single input image. In contrast to prior work, our approach not only performs well on synthetic benchmarks but also gives large qualitative improvements on complex real-world data. Data and code are available at https://lukemelas.github.io/projectionconditioned-point-cloud-diffusion/.",10.1109/CVPR52729.2023.01242,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10205144,73,,57,IEEE Conferences
