Document Title,Authors,Author Affiliations,Publication Year,Abstract,DOI,PDF Link,Author Keywords,Article Citation Count,Patent Citation Count,Reference Count
Image Deblurring Algorithm Based on Dictionary Learning,K. Liu; S. Ma; Z. Wang; D. Bi; L. He; S. Gao; S. Wang,"Air Force Engineering Univ. the school of Aeronautics and Astronautics Engineering, Baqiao District, Xi’an; Air Force Engineering Univ. the school of Aeronautics and Astronautics Engineering, Baqiao District, Xi’an; Air Force Engineering Univ. the school of Aeronautics and Astronautics Engineering, Baqiao District, Xi’an; Air Force Engineering Univ. the school of Aeronautics and Astronautics Engineering, Baqiao District, Xi’an; Air Force Engineering Univ. the school of Aeronautics and Astronautics Engineering, Baqiao District, Xi’an; Air Force Engineering Univ. the school of Aeronautics and Astronautics Engineering, Baqiao District, Xi’an; Air Force Engineering Univ. the school of Aeronautics and Astronautics Engineering, Baqiao District, Xi’an",2018,"In order to improve the quality and visual effects of blurred images, we proposes an image deblurring algorithm based on dictionary learning. Firstly, we divides the blurred image into image block structure groups, then we recovers the image block through the K-SVD dictionary and the PCA dictionary, and finally the morphological operations is applied to the difference image to obtain restored image. Experimental results show that the proposed algorithm is better than others in peak structural similarity and visual effect.",10.1109/SIPROCESS.2018.8600515,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8600515,image blurring;morphological operations;PCA dictionary;dictionary learning,,,12
Blind Deblurring of OCT Images Based on Adaptive Graph Total Variation and Extreme Value Prior,J. Wang; S. Men; Y. Tao; Y. Li; L. Zhang; L. Huo,"School of Information Science and Engineering, Yanshan University, Qinhuangdao, China; School of Information Science and Engineering, Yanshan University, Qinhuangdao, China; First Hospital of Qinhuangdao, Qinhuangdao, China; School of Information Science and Engineering, Yanshan University, Qinhuangdao, China; School of Information Science and Engineering, Yanshan University, Qinhuangdao, China; Department of Electronic Engineering, Tsinghua University, Beijing, China",2025,"To address the issue of spatially variant blurring and speckle noise in optical coherence tomography (OCT) images caused by factors such as eye movement, scattering, and focal errors during image acquisition, this paper proposes a blind deconvolution algorithm that does not require hardware modifications or pre-trained models. The proposed method combines an adaptive graph total variation (AGTV) structural prior, based on graph signal processing, with a Max-Min sparsity prior, enabling the efficient estimation of both the latent sharp image and the blur kernel through a combination of halfquadratic splitting and alternating minimization strategies. Within a multi-scale pyramid optimization framework, the algorithm progressively refines the latent image and blur kernel, effectively balancing the preservation of edge detail with the suppression of background noise. Experiments conducted on microsphere phantoms and real human fundus OCT data demonstrate that the proposed method consistently outperforms existing blind deconvolution methods across various imaging depths and blurring levels, achieving higher PSNR and SSIM values while maintaining superior structural clarity and visual quality. This method eliminates reliance on complex training procedures, offering advantages in terms of speed, stability, and ease of integration. It exhibits strong clinical applicability and potential for deployment in medical practice, providing clearer and more reliable OCT imaging support for clinical diagnosis.",10.1109/ICAIT66450.2025.11353283,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11353283,optical coherence tomography;image deblurring;blind deconvolution,,,17
Color image deblurring and denoising by using bilateral sharpening,P. Gonzalez; A. Ubilla; F. Tirado; C. Tauber,"DCI, Universidad Católica del Maule, Talca, Chile; DCI, Universidad Católica del Maule, Talca, Chile; DCI, Universidad Católica del Maule, Talca, Chile; Inserm, Université de Tours, Tours, France",2021,"Images can be affected by noise and blur, which can cause quantitative bias and segmentation problems. In this work, we propose a new method to enhance the signal-to-noise ratio of 2D degraded color images while sharpening blurry areas. The method consists of the original combination of indirect bilateral filter and sharpens term based on local structural analysis. The structure tensor brings the local orientation of multi-channel image features. The proposed method reduces the noise inside regions while restoring contrast between regions. We present results on synthetic images, which led to distinct improvements of merit figures over two methods from the literature.",10.1049/icp.2021.1444,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9569014,,,,
A Depth-Assisted Deblurring Flow Using Dual Cameras with Different Exposure Times,Y. -Y. Lin; Y. -H. Lin; M. -J. Lin; Y. -M. Yeh; Y. -C. Lu,"Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan; Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan; Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan; Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan; Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan",2019,"Motion blur is often observed when taking pictures of moving objects under long exposure settings. To reduce motion blur, a well-known temporal-domain approach is to use dual cameras with different exposure times, and the deblurred image can be obtained by subtracting one view from another after image warping. In this paper, we propose to modify the abovementioned flow by including depth information, which can greatly improve the qualities of edges in the deblurred images. The proposed method is very effective, especially for scenes with multiple objects moving in different directions at different depths.",10.1109/ICCE-Asia46551.2019.8941598,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8941598,Deblurring;depth;dual cameras,,,8
A comparison of nested primal-dual forward-backward methods for Poisson image deblurring,S. Rebegoldi; S. Bonettini; M. Prato,"Dipartimento di Ingegneria Industriale, Università Degli Studi di Firenze, Firenze, Italy; Dipartimento di Scienze Fisiche, Informatiche e Matematiche, Università Degli Studi di Modena e Reggio Emilia, Modena, Italy; Dipartimento di Scienze Fisiche, Informatiche e Matematiche, Università Degli Studi di Modena e Reggio Emilia, Modena, Italy",2021,"We consider an inexact version of the popular Fast Iterative Soft-Thresholding Algorithm (FISTA) suited for minimizing the sum of a differentiable convex data fidelity function plus a nondifferentiable convex regularizer whose proximal operator is not computable in closed form. The proposed method is a nested primal-dual forward-backward method inspired by the methodology developed in [10], according to which the proximal-gradient point is approximated by means of a prefixed number of inner primal-dual iterates initialized with an appropriate warm-start strategy. We report some preliminary numerical results on a weighted least squares total-variation based model for Poisson image deblurring, which show the efficiency of the proposed FISTA-like method with respect to other strategies for defining the inner loop associated to the proximal step.",10.1109/ICCSA54496.2021.00022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9732384,Forward-backward methods;primal-dual iterations;warm-start strategy;Poisson deblurring;Total Variation,,,21
Deepening Coarse-to-Fine: Evolution of Efficient Strategies for Single-Image Deblurring,Z. Zhang; B. Shen; W. He; L. Liu,"School of Electrical and Information Engineering, Wuhan Institute of Technology, WIT, Wuhan, China; School of Electrical and Information Engineering, Wuhan Institute of Technology, WIT, Wuhan, China; School of Electrical and Information Engineering, Wuhan Institute of Technology, WIT, Wuhan, China; School of Electrical and Information Engineering, Wuhan Institute of Technology, WIT, Wuhan, China",2024,"In view of the wide application and remarkable results of the coarse-to-fine strategy in the field of single image deblurring, this paper discusses the optimization path of the strategy in depth, aiming at improving the efficiency of deblurring and reducing the computational redundancy. Different from the traditional method of enhancing image sharpness by stacking multi-layer networks, we innovatively reconstruct the coarse to fine processing flow and propose the Multi-Scale Feature Fusion U-NET (MSFF-Unet). The model receives multi-scale inputs through a single encoder, greatly simplifying the training process, and utilizes a shared decoder to directly generate multi-scale clear image outputs in parallel, simulating the effect of cascading U-net without the need for actual cascading structures and significantly reducing computational complexity. In addition, we introduce an asymmetric feature aggregation strategy, which effectively integrates cross-scale feature information and further enhances the deblurring effect. Comprehensive experimental verification on standard dataset such as GoPro shows that MSFF-Unet not only achieves significant improvement in image defuzzification quality, but also significantly reduces computing cost. Its performance exceeds many existing advanced technologies, demonstrating innovative potential and significant advantages in the field of image defuzzification. This research provides a new perspective and solution for building a more efficient and accurate image deblurring system.",10.1109/AICIT62434.2024.10730104,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10730104,,,,14
Analysis of moment algorithms for blurred images,K. Bhima; A. Jagan,"IT Department, BVRIT, Narsapur, Telangana, India; CSE Department, BVRIT, Narsapur, Telangana, India",2016,"With the remarkable growth in image processing, the requirements for dealing out with blurred images is difficulty in a variety of image processing applications. In this paper presents the restoration of blurred images which gets degraded due to diverse atmospheric and environmental conditions, Blur is a key determinant in the sensitivity of image quality, so it is essential to restore the original image. The research outcomes exhibit the major identified bottleneck for restoration is to deal with the blurred images and also a set of attempts have been executed in image restoration using multiple moment algorithms. However the precise results are not been proposed and demonstrated in the comparable researches. Also detail understanding for applications of moment algorithms for image restoration and demonstrating most suitable moment method is current requirements for research. Hence in this work we employ most accepted moment algorithms to exhibit the effect of moments for image restoration and the performance of the moment algorithms such as the Hu, Zernike and Legendre moments is evaluated on image with different blurring lengths. Moreover the effect of moment algorithms is also demonstrated in order to find the optimal setting of orders for image restoration. The final outcome of this work is a stable version of MATLAB based application to visually demonstrate the performance difference of Hu, Zernike and Legendre moments. The relative performance of the application is also been demonstrated with the help of multiple image datasets of biometric identifier such as fingerprint, hand palm and human face.",10.1109/WiSPNET.2016.7566562,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7566562,Image Descriptors;Moment Algorithm;Image blurring;Zernike moment;Legendre Moment;Image Restoration,,,16
Unsupervised Radiation Image Deblurring Algorithm Based on Deep Image Prior,J. Chang; J. Fu; Y. Sun; Z. Wang; Y. Sun; Z. Wu,"Tsinghua University, Institute of Nuclear and New Energy Technology, Beijing, China; Tsinghua University, Institute of Nuclear and New Energy Technology, Beijing, China; Tsinghua University, Institute of Nuclear and New Energy Technology, Beijing, China; Tsinghua University, Institute of Nuclear and New Energy Technology, Beijing, China; Tsinghua University, Institute of Nuclear and New Energy Technology, Beijing, China; Tsinghua University, Institute of Nuclear and New Energy Technology, Beijing, China",2025,"Radiation imaging vehicle detection systems have become integral to public safety operations. However, rapid imaging speeds often result in blurred and noise-corrupted radiation images, significantly impairing subsequent contraband identification. Recent advances in deep image prior (DIP) techniques, which operate without pre-training datasets, have demonstrated significant potential for addressing imaging inverse problems. Yet conventional DIP implementations suffer from severe image quality degradation due to overfitting when exceeding optimal iteration thresholds. To overcome these limitations, we present a novel dataset-free non-blind deblurring approach that synergistically integrates DIP with total variation regularization. This hybrid framework employs the Alternating Direction Method of Multipliers (ADMM) to systematically constrain the solution space through iterative optimization steps, effectively balancing detail restoration with noise suppression. Experimental results demonstrate that our method outperforms existing classical algorithms in both quantitative metrics and visual quality, effectively suppressing artifacts while recovering critical image details.",10.1109/NSS/MIC/RTSD57106.2025.11286288,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11286288,,,,
A motion deblurring method of a light field camera,L. Su; T. Zhang; Y. Yuan,"School of Instrumentation Science and Optoelectronics Engineering, Beihang University, Beijing, China; School of Instrumentation Science and Optoelectronics Engineering, Beihang University, Beijing, China; School of Instrumentation Science and Optoelectronics Engineering, Beihang University, Beijing, China",2017,"The movement between a light field camera and the object during the exposure time will cause motion blur of the captured light field image. In order to solve the motion blur of light field images, we present the theoretical blurring model of the light field camera based on wave optics and simulate the blurred light field image based on the presented model. Then, the motion blurring mechanism of a light field image is analyzed and a deblurring scheme is proposed based on the analysis. Simulation experiments are performed to demonstrate the feasibility of the presented deblurring method.",10.1109/IST.2017.8261565,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8261565,light field camera;motion blurring;wave optics;deblurring method;deblurring model,,,19
Optimization and Application of Deblurring Algorithm for Photographic Images,D. Sun; M. Yao; C. Men; L. Guo; C. Ma,"College of Art, Shandong University of Science and Technology, Qingdao, Shandong, China; College of Art, Shandong University of Science and Technology, Qingdao, Shandong, China; PhD candidate in the Department of Industrial Design, Silla University, Busan, South Korea; Master of Sichuan Academy of Fine Arts, Shuicheng Middle School, Liaocheng, Shandong, China; College of Cultural Industry, Jilin Animation Institute, Changchun, Jilin, China",2024,"Because of camera shake, out-of-focus or object motion, photographic images can cause image blur. Based on improving the clarity of photographic images, this study proposes an end-to-end image deblurring method based on CNN, which adopts feature pyramid network (FPN) as the infrastructure and enhances the adaptability of the network to objects of different sizes through multi-scale processing strategy. On the basis of FPN, the feature enhancement module is introduced, and the quality of image detail restoration is further improved by feature fusion between different levels of the network. In addition, in order to optimize the deblurring effect, the confrontation training mechanism of generator and discriminator is designed. The generator generates the deblurred image, and the discriminator is used to evaluate the difference between the deblurred image and the real clear image. Experimental results show that the proposed method improves the peak signal-to-noise ratio (PSNR) from 17 dB to 43dB (taking the first group of images as an example), and the structural similarity index (SSIM) is between 0.9-1, which shows excellent performance in image deblurring.",10.1109/ICIRDC65564.2024.00012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11146147,CNN;FPN;multi-scale processing;feature enhancement,,,15
SFDCN: Spatial-Frequency Dual-domain Coupling Network with Strip Attention for Fast Image Deblurring,J. Liu; C. Shi; X. Ge; Y. Xu; C. Liu; W. Jia,"School of Electronic and Information Engineering, Anhui Jianzhu University, Hefei, China; School of Electronic and Information Engineering, Anhui Jianzhu University, Hefei, China; School of Electronic and Information Engineering, Anhui Jianzhu University, Hefei, China; School of Electronic and Information Engineering, Anhui Jianzhu University, Hefei, China; School of Electronic and Information Engineering, Anhui Jianzhu University, Hefei, China; School of Electronic and Information Engineering, Anhui Jianzhu University, Hefei, China",2025,"Image deblurring remains a fundamental challenge in the domain of low-level vision, aiming to recover a sharp image from its blurred counterpart. Although recent deep learning-based approaches have demonstrated promising results, they often struggle with the simultaneous optimization of global structure modeling and local detail preservation. To address this limitation, a Spatial-Frequency Dual-domain Coupling Network (SFDCN) is proposed for image deblurring. In the spatial domain, multi-scale local texture features are effectively extracted via wavelet convolution, while in the frequency domain, global structural representations are captured using Fourier convolution. To further enhance cross-domain information exchange, a novel stripe attention mechanism is introduced. Specifically, intra-stripe attention is designed to refine local feature correlations, whereas inter-stripe attention models long-range global dependencies. The experiments demonstrate that the proposed SFDCN achieves deblurring performance on par with state-of-the-art (SOTA) methods, while offering substantial improvements in inference speed and computational efficiency.",10.1109/ICACTE66284.2025.11412080,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11412080,Image Deblurring;Frequency Feature;Wavelet Transform;Deep Learning,,,34
Deep Learning for Face Deblurring: A Survey,H. Wu; J. Yu; K. Wang; Y. Wei; Q. Niu; Y. Cong; K. Gai,"Key Laboratory of Ethnic Language Intelligent Analysis and Security Governance of MOE, School of Information Engineering, Minzu University of China, Beijing, China; Key Laboratory of Ethnic Language Intelligent Analysis and Security Governance of MOE, School of Information Engineering, Minzu University of China, Beijing, China; Key Laboratory of Ethnic Language Intelligent Analysis and Security Governance of MOE, School of Information Engineering, Minzu University of China, Beijing, China; School of Cyberspace Science and Technology, Beijing Institute of Technology, Beijing, China; Key Laboratory of Ethnic Language Intelligent Analysis and Security Governance of MOE, School of Information Engineering, Minzu University of China, Beijing, China; Key Laboratory of Ethnic Language Intelligent Analysis and Security Governance of MOE, School of Information Engineering, Minzu University of China, Beijing, China; School of Cyberspace Science and Technology, Beijing Institute of Technology, Beijing, China",2025,"Face image deblurring has been widely used in various fields. However, existing deblurring methods still face challenges such as low robustness and low precision. This work summarizes these challenges by investigating and analyzing the current state of face image deblurring methods. This survey explores three key aspects: adversarial-network-based generative approaches, auto-encoder-based variational approaches, and diffusion-model-based approaches, with an emphasis on the diffusion-model-based ones. Moreover, this work evaluates experimental results over widely-compared metrics to analyze the performance of the current diffusion models systematically. The findings of this survey provide reference and future research directions for face image deblurring.",10.1109/CSCloud66326.2025.00039,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11261490,Face image deblurring;generative adversarial network;variational autoencoder;diffusion model,,,27
Blind image deblurring via adaptive dynamical system learning,R. Liu; S. Cheng; X. Fan; Z. Luo,"Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province; Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province; Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province; Dalian University of Technology, Dalian, Liaoning, CN",2017,"Blind image deblurring is one of the main phases in most media analysis tasks. Many existing works aim to simultaneously estimate the latent image and the blur kernel under a MAP framework. However, it has been demonstrated that such joint estimation strategies may lead to the undesired trivial solution. In this paper, we propose a learnable nonlinear dynamical system to formulate the image propagation so that the blur kernel estimation can be efficiently controlled by both cues and training data. Our analysis also indicates that the proposed dynamical system is feasible on image modeling socialities. Experimental results on different benchmark image sets evaluate the effectiveness of our proposed approach.",10.1109/ICME.2017.8019475,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8019475,Blind image deblurring;Adaptive dynamical system;Kernel estimation;Latent sharp image,,,21
A Robust Methodology Design for Removing Noise Content in Blurred and Deblurred Images Using Neural Optimization Principle,M. Sujitha; S. U. Prabha; G. Dhanalakshmi; I. A; V. D. Babu; N. Nagaraju,"Department of ECE, Dr. MGR Educational and Research Institute, Chennai; Department of EEE, Dr N.G.P Institute of Technology, Coimbatore; Department of Information Technology, Panimalar Engineering College, Chennai; Department of ECE, R.M.K. Engineering College, Chennai; Department of CSE, RV Institute of Technology, Guntur; Department of Mechanical Engineering, Annamacharya University, AndhraPradesh",2025,"Image degradation in the form of blur and noise remains a significant challenge in computer vision, affecting critical applications such as surveillance, medical imaging, and photography. The classical approaches treat the problems of denoising or deblurring separately, thus achieving a suboptimal result in case of the presence of both problems. Here, we present a Hybrid Deblurring-Denoising Model that is based on Neural Optimization and addresses both issues on a single model. The method presents the process of blurred and noisy image degradation as a constrained optimization problem, in which the neural network involves the approximate solution as an iterative form of strategy. A DenseNet encoder-decoder framework with attention units is used to extract features robustly and a noise-prior subnetwork uses the distortion properties to modify suppression strategies. Training is based on a multi-objective loss that is an assembly of Mean Squared Error (MSE), Structural Similarity Index (SSIM), edge-preserving loss and regularization. Experimental results on BSD500 and cross-dataset testing reveal better performance with the proposed model which offers higher average PSNR of 30.9 dB, SSIM of 0.927 and Noise Reduction Rate of 92% than the state-of-the-art baselines of DnCNN, DeblurGAN and Restormer. The model further provides competitive inference time of 28.7ms per image, which is applicable in the real-time. The findings show that neural optimization is useful in balancing fidelity, sharpness of perception, and strength across heterogeneous conditions. The study provides a scalable and efficient way of restoring images, which would lead to an improved application in real-world scenarios where clarity of the visuals is very important.",10.1109/ICECONF65644.2025.11379422,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11379422,Image Restoration;Denoising;Deblurring;Neural Optimization;DenseNet;Attention Mechanism;Image Clarity;Noise Reduction;PSNR;SSIM,,,15
Natural Image De-blur Algorithm based on Motion Modeling and Feature Point Matching,W. Huang; R. H. Yan; Z. Liu; L. Wang,"School of Information Engineering, Xijing University, Xi’an, China; GoPerception Laboratory, Ithaca, NY, USA; School of Information Engineering, Xijing University, Xi’an, China; School of Information Engineering, Xijing University, Xi’an, China",2018,"In this paper, we conduct research on the natural image de-blur algorithm based on motion modeling and feature point matching. This paper proposes a new fast adaptive image enhancement algorithm. Algorithm to comprehensively consider the overall brightness and local information of image, image pixels of Gaussian smoothing filter after migration, and then the nonlinear enhancement function of basic image transformation, so as to achieve the goal of enhancing image. Moreover, the modeling and feature point matching techniques are integrated for final optimization. The experiment and verification proves the feasibility of the proposed methodology.",10.1109/CESYS.2018.8723934,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8723934,Natural Image;De-blur;Motion Modeling;Feature Point;Matching Extraction,,,16
Super-Resolution on Degraded Low-Resolution Images Using Convolutional Neural Networks,F. Albluwi; V. A. Krylov; R. Dahyot,"Computer Science & Statistics, Trinity College Dublin, Dublin, Ireland; Computer Science & Statistics, Trinity College Dublin, Dublin, Ireland; Computer Science & Statistics, Trinity College Dublin, Dublin, Ireland",2019,"Single Image Super-Resolution (SISR) has witnessed a dramatic improvement in recent years through the use of deep learning and, in particular, convolutional neural networks (CNN). In this work we address reconstruction from low-resolution images and consider as well degrading factors in images such as blurring. To address this challenging problem, we propose a new architecture to tackle blur with the down-sampling of images by extending the DBSRCNN architecture [1]. We validate our new architecture (DBSR) experimentally against several state of the art super-resolution techniques.",10.23919/EUSIPCO.2019.8903000,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8903000,Image super-resolution;image deblurring;deep learning;CNN,,,44
AFDU-NERF: Deblurring NeRF with Adaptiveaware Fusion and Iterative Data Updating,Q. Cao; X. Ma; C. Wang; H. Kuang; X. Liu,"Hubei Key Laboratory of Broadband Wireless Communication, Sensor Networks, School of Information Engineering, Wuhan University of Technology, Wuhan, China; Hubei Key Laboratory of Broadband Wireless Communication, Sensor Networks, School of Information Engineering, Wuhan University of Technology, Wuhan, China; Hubei Key Laboratory of Broadband Wireless Communication, Sensor Networks, School of Information Engineering, Wuhan University of Technology, Wuhan, China; Hubei Key Laboratory of Broadband Wireless Communication, Sensor Networks, School of Information Engineering, Wuhan University of Technology, Wuhan, China; Hubei Key Laboratory of Broadband Wireless Communication, Sensor Networks, School of Information Engineering, Wuhan University of Technology, Wuhan, China",2025,"Neural Radiance Fields (NeRF) have garnered significant attention and application in 3D scene reconstruction and view synthesis. However, the high quality often rely on sharp multi-view images for NeRF training. In real-world scenarios, image data acquisition frequently depends on handheld devices such as smartphones, which can lead to image blurriness due to device instability, significantly degrading rendering quality. In this study, we propose deblurring NeRF with adaptive-aware fusion and iterative data updating (AFDU-NeRF). This method integrates a deblurring hybrid training module constructed with MIMO-UNet, which performs real-time deblurring during network training while dynamically updating the training dataset. The mechanism enables progressive optimization of 3D representations via hybrid training with updated data, achieving globally consistent deblurring. Additionally, our method employs dual parallel prediction networks to generate intermediate views. We use two prediction networks to parallel predict and generate intermediate views, dynamically merging the two intermediate views by learning fusion weights based on multi-view feature consistency. This approach alleviates the erroneous gradient propagation caused by the inclusion of blurred view images in the training process. Experiments under defocus blur, camera motion blur, and sharp input conditions demonstrate that AFDU-NeRF substantially enhances NeRF quality with blurred inputs while maintaining performance parity with sharp inputs.",10.1109/AINIT65432.2025.11035722,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11035722,Neural radiance fields;deblurring;view fusion;iterative data updating,,,17
Uncertainty Aware Kernel Estimation and Edge Preserving Attention for Blind Image Deblurring,N. G. Nair; V. M. Patel,"Dept. of Electrical and Computer Engineering, Johns Hopkins University, MD, USA; Dept. of Electrical and Computer Engineering, Johns Hopkins University, MD, USA",2023,"Blind deconvolution is a challenging problem because of its ill-posed nature. Most existing blind deconvolution techniques are based on classical methods and utilize a maximum a posterior (MAP) framework to estimate clean images and blur kernels. Very recently, a method that utilizes the Deep Image Prior (DIP) principle has been proposed. This method uses two generative networks to model the deep priors of clean image and blur kernel. But this method fails for complex kernels, and estimates erroneous kernels, hence leading to ringing artifacts in the reconstructed image. To address this issue and estimate better kernels, we introduce a Bayesian uncertainty guided kernel estimation technique. Also, to improve the quality of the reconstructed images, we present a new type of edge-preserving attention. We perform evaluations on several benchmark datasets to show the performance improvement obtained by our network.",10.1109/CAMSAP58249.2023.10403451,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10403451,,,,22
Edge-Enhanced Deformable Attention Network for Video Deblurring,S. Moriyama; K. Ichige,"Department of Electrical and Computer Engineering, Yokohama National University, Japan; Department of Electrical and Computer Engineering, Yokohama National University, Japan",2024,"It is important to recover edge information for improving the quality of video deblurring. This paper proposes an additional edge-enhanced branch to spatio-temporal deformable attention network (STDANet) for video deblurring, named edge-enhanced STDANet (ESTDANet). The combination of Sobel filtered edges and optical flow enable ESTDANet to focus on edges orthogonal to the direction of motion blur, and ESTDANet is expected to sharpen blurred edges. Our experiments demonstrate our proposed method improves the accuracy of STDANet on both synthetic and real blurred datasets.",10.1109/ITC-CSCC62988.2024.10628335,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10628335,Video deblurring;image restoration;edge enhancement;optical flow,,,12
Fuzzy Image Restoration and Detail Enhancement using Improved Generative Adversarial Networks,N. Di; M. Shang,"Department of Visual Art, Changchun Sci-Tech University, Changchun, China; Department of Visual Art, Changchun Sci-Tech University, Changchun, China",2024,"Recently, images are frequently damaged due to data loss, and blurring obtained by noise occurrences and sampling. Image restoration and detail enhancement purpose is to retrieve a sharp image from the source of the blurred image, which has been a basic problem and challenging in image processing and computer vision. Hence, in this research Improved Generative Adversarial Networks (IGANs) is proposed to generate high-quality realistic images with accurate details for better visual image representation systems. Initially, Levins dataset is used to collect the data of the image. Then, image decomposition separates an image into different allowing targeted processing to improve clarity and enhance fine details effectively. The Fuzzy image restoration and detail enhancement separating an image to process each part optimally, improving overall quality and fine details. Finally, the proposed IGANs is utilized to accuracy of image representation systems for better visual results. According the results it illustrates when compared to existing models such as Dual-Branch Sparse Priors GAN (DBSGAN), Deconvolutional De-Blurring Algorithm (DDA) and Distortion-Corrected Reconstruction Network (DCReconNet) the recommended IGANs strategy outperformed the others in terms of SSIM of 0.995, AND PSNR of 15.12 dB respectively.",10.1109/ICDSCNC62492.2024.10941162,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10941162,computer vision;improved generative adversarial networks;image decomposition;image restoration;detail enhancement,,,15
ASTNet: Adaptive Spatio-temporal Transformer for Efficient Video Deblurring,Y. Fu; C. Zhou; J. Tian; W. Liu; T. Wu,"School of Computer Science, Chengdu University of Information Technology, Chengdu, China; School of Computer Science, Chengdu University of Information Technology, Chengdu, China; School of Computer Science, Chengdu University of Information Technology, Chengdu, China; Institute of Image Processing and Pattern Recognition & Institute of Medical Robotics, School of Automation and Intelligent Sensing, Shanghai Jiao Tong University, Shanghai, China; School of Computer Science, Chengdu University of Information Technology, Chengdu, China",2025,"Removing motion blur from videos is a highly challenging task, with existing methods primarily focused on extracting spatio-temporal information from blurred frames and effectively fusing it. Among these, methods based on Transformer have demonstrated particularly outstanding performance in video deblurring tasks. However, the standard self-attention mechanism considers all regions within the feature map, making it difficult to adapt to certain non-uniform blur scenarios. To address this, we propose an adaptive self-attention mechanism that uses the ReLU function and square operation to filter out negative values in attention scores, thereby enhancing the network’s ability to focus on locally severely blurred regions. To accommodate global blurring scenarios, we retain the dense attention branch. To further enable fine-grained feature adjustment, we introduce a bidirectional feature enhancement feed-forward network, which can simultaneously extract spatio-temporal features in both horizontal and vertical directions. We also designed a dynamic feature fusion module to adaptively integrate feature information from neighboring frames to avoid error accumulation during feature fusion. Experimental results on synthetic and real datasets show that the proposed method outperforms the current state-of-the-art methods. The code and dataset are available at https://github.com/Frank-Zhou-01/ASTNet.",10.1109/TCE.2025.3649654,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11318630,Video deblurring;adaptive transformer;feature fusion;wavelet transform,,,
Enhancement of medical report generation by multi-scale image deblurring strategy,Y. Wang; Y. Du; S. Tang,"Faculty of Information Technology, Beijing University of Technology, Beijing, China; Faculty of Information Technology, Beijing University of Technology, Beijing, China; Faculty of Information Technology, Beijing University of Technology, Beijing, China",2024,"Automatic high-quality medical report generation plays an important role in the clinical diagnosis, which can assist and reduce the burden of doctors. Previous works often adopt the Transformer based structure and focus on the work of report generation process. Few studies consider the importance of image clarity by utilizing image deblurring to improve the quality of generated reports. We propose the multi-scale medical image deblurring network based on U-Net, improving the deblurring performance and recovering clear images gradually. Specially, the encoded representations of medical images and corresponding texts are aligned accurately by cross-modal feature alignment module. The experiments conducted on the IU-Xray and MIMIC-CXR datasets provide evidence that the proposed method outperforms previous studies in terms of both NLG metrics and Clinical Evaluation (CE) metrics, and the generated reports contain the professional medical terminology for higher quality.",10.1109/IJCNN60899.2024.10650006,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10650006,medical report generation;radiology image deblurring;feature alignment;Encoder-Decoder framework,,,27
