Document Title,Authors,Author Affiliations,Publication Year,Abstract,DOI,PDF Link,Author Keywords,Article Citation Count,Patent Citation Count,Reference Count
Learning a Patch Quality Comparator for Single Image Dehazing,S. Santra; R. Mondal; B. Chanda,"Electronics and Communication Sciences Unit, Indian Statistical Institute, Kolkata, India; Electronics and Communication Sciences Unit, Indian Statistical Institute, Kolkata, India; Electronics and Communication Sciences Unit, Indian Statistical Institute, Kolkata, India",2018,"In bad weather conditions such as fog and haze, the particles present in the atmosphere scatter incident light in different directions. As a result, the image taken under these conditions suffers from reduced visibility and lack of contrast, and as a result, it appears colorless. An image dehazing method tries to recover a haze-free portrayal of the given hazy image. In this paper, we propose a method that dehazes a given image by comparing various output patches with the original hazy version and then choosing the best one. The comparison is performed by our proposed dehazed patch quality comparator based on the convolutional neural network. To select the best dehazed patch, we employ binary search. Quantitative and qualitative evaluations show that our method achieves good results in most of the cases, and are, on an average, comparable with the state-of-the-art methods.",10.1109/TIP.2018.2841198,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8367892,Image restoration;dehazing;defogging;visibility enhancement,78,,37
Estimation of ambient light and transmission map with common convolutional architecture,Y. -S. Shin; Y. Cho; G. Pandey; A. Kim,"Department of Civil and Environmental Engineering, KAIST, S. Korea; Department of Civil and Environmental Engineering, KAIST, S. Korea; Department of Electrical Engineering, IIT, Kanpur, India; Department of Civil and Environmental Engineering, KAIST, S. Korea",2016,"This paper presents a method for effective ambient light and transmission estimation in underwater images using a common convolutional network architecture. The estimated ambient light and the transmission map are used to dehaze the underwater images. Dehazing underwater images is especially challenging due to the unknown and significantly varying ambient light in underwater environments. Unlike common dehazing methods, the proposed method is capable of estimating ambient light along with the transmission map thereby improving the reconstruction quality of the dehazed images. We evaluate the dehazing performance of the proposed method on real underwater images and also compare our method to current state-of-the-art techniques.",10.1109/OCEANS.2016.7761342,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7761342,,68,,23
LKD-Net: Large Kernel Convolution Network for Single Image Dehazing,P. Luo; G. Xiao; X. Gao; S. Wu,"College of Computer and Information Science, Southwest University, China; College of Computer and Information Science, Southwest University, China; Chongqing University of Posts and Telecommunications, China; College of Computer and Information Science, Southwest University, China",2023,"The previous deep CNN-based single-image dehazing methods are devoted to improving the performance by increasing the network’s depth and width. In this paper, a novel Large Kernel Convolution Dehaze Network (LKD-Net) is proposed to enhance the network’s performance by increasing the size of the convolutional kernel. The main module in LKD-Net is the designed Large Kernel Convolution Dehaze Block (LKD Block), which consists of the Decomposition deep-wise Large Kernel Convolution Block (DLKCB) and the Channel Enhanced Feed-forward Network (CEFN). DLKCB is designed to reduce the massive amount of computational overhead and parameters of the large kernel by splitting the deep-wise large kernel convolution into a smaller depth-wise convolution and a depth-wise dilated convolution. Meanwhile, CEFN is designed to enhance the robustness of the Feed-forward Network by exploiting significant channels. The extensive experiments on RESIDE dataset demonstrate that our LKD-Net outperforms the state-of-the-art with far less computational overhead and parameters.",10.1109/ICME55011.2023.00276,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10219934,Dehazing;large convolutional kernel,67,,32
Knowledge Transfer Dehazing Network for NonHomogeneous Dehazing,H. Wu; J. Liu; Y. Xie; Y. Qu; L. Ma,"School of Computer Science and Technology, East China Normal University, Shanghai, China; School of Computer Science and Technology, East China Normal University, Shanghai, China; School of Computer Science and Technology, East China Normal University, Shanghai, China; School of Information Science and Engineering, Xiamen University, Fujian, China; School of Computer Science and Technology, East China Normal University, Shanghai, China",2020,"Single image dehazing is an ill-posed problem that has recently drawn important attention. It is a challenging image process task, especially in nonhomogeneous scene. However, the existing dehazing methods are commonly designed to handle homogeneous haze which is easily violated in practice, due to the unknown haze distribution of real world. In this paper, we propose a knowledge transfer method that utilizes abundant clear images to train a teacher network to provide strong and robust image prior. The derived architecture is referred to as the Knowledge Transform Dehaze Network (KTDN), which consists of the teacher network and the dehazing network with identical architecture. Through the supervision between intermediate features, the dehazing network is encouraged to imitate the teacher network. In addition, we use attention mechanism to combine channel attention with pixel attention to capture effective information, and employ an enhancing module to refine detail textures. Extensive experimental results on synthetic and real scene datasets demonstrates that the proposed method outperforms the state-of-the-arts in both quantitative and qualitative evaluations. The KTDN ranks 2nd in NTIRE-2020 NonHomogeneous Dehazing Challenge [4], [5].",10.1109/CVPRW50498.2020.00247,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9150624,,67,,26
Underwater image dehaze using scene depth estimation with adaptive color correction,X. Ding; Y. Wang; J. Zhang; X. Fu,"Information Science and Technology College Dalian Maritime University Dalian 116026, China; Information Science and Technology College Dalian Maritime University Dalian 116026, China; Information Science and Technology College Dalian Maritime University Dalian 116026, China; Information Science and Technology College Dalian Maritime University Dalian 116026, China",2017,"Underwater images suffer from poor visibility due to color casts and light scattering that caused by physical properties existing in underwater environments. Degraded underwater images lead to a low accuracy rate of underwater object detection and recognition. To solve this problem, a novel underwater image enhancement method which combines adaptive color correction and image dehazing based on atmospheric scattering model is proposed in this paper. As the most important component of dehazing model, a transmission map is derived from the color corrected image. Considering the exponential relationship between the transmission map and scene depth map, transmission map estimation will be naturally formulated into a scene depth map estimation problem. To predict scene depth map, a Convolutional Neural Network (CNN) is employed on image patches extracted from the color corrected image. The experimental results show that the proposed strategy improves the quality of underwater images efficiently and arrives at good results in underwater objects detection and recognition.",10.1109/OCEANSE.2017.8084665,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8084665,Underwater image dehazing;Scene depth;Convolutional Neural Network;Color correction;Atmospheric scattering model,66,,17
An Efficient Fusion-Based Defogging,J. -M. Guo; J. -y. Syue; V. R. Radzicki; H. Lee,"Department of Electrical Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan; Department of Electrical Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan; Department of Electrical and Computer Engineering, University of California at Santa Barbara, Santa Barbara, CA, USA; Department of Electrical and Computer Engineering, University of California at Santa Barbara, Santa Barbara, CA, USA",2017,"Degradation in visibility is often introduced to images captured in poor weather conditions, such as fog or haze. To overcome this problem, conventional approaches focus mainly on the enhancement of the overall image contrast. However, because of the unspecified light-source distribution or unsuitable mathematical constraints of the cost functions, it is often difficult to achieve quality results. In this paper, a fusion-based transmission estimation method is introduced to adaptively combine two different transmission models. Specifically, the new fusion weighting scheme and the atmospheric light computed from the Gaussian-based dark channel method improve the estimation of the locations of the light sources. To reduce the flickering effect introduced during the process of frame-based dehazing, a flicker-free module is formulated to alleviate the impacts. The systematic assessments show that this approach is capable of achieving superior defogging and dehazing performance, compared with superior defogging and dehazing performance, compared with the state-of-the-art methods, both quantitatively and qualitatively.",10.1109/TIP.2017.2706526,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7932135,Image enhancement;defogging;dehaze;dark channel prior,65,,35
A Dual-Channel Dehaze-Net for Single Image Dehazing in Visual Internet of Things Using PYNQ-Z2 Board,G. Sahu; A. Seal; A. Yazidi; O. Krejcar,"Department of Computer Science and Engineering, PDPM Indian Institute of Information Technology, Design and Manufacturing, Jabalpur, India; Department of Computer Science and Engineering, PDPM Indian Institute of Information Technology, Design and Manufacturing, Jabalpur, India; Department of Computer Science, Oslo Metropolitan University (OsloMet), Oslo, Norway; Center for Basic and Applied Science, Faculty of informatics and Management, University of Hradec Kralove, Hradec Kralove, Czech Republic",2024,"A large number of emerging applications, such as autonomous navigation, space exploration, surveillance, military target detection, and remote sensing, use outdoor images to monitor various activities of interest. However, images acquired under unfavorable weather conditions usually suffer from atmospheric scattering due to environmental pollution causing color-shift and low-contrast images. Dehazing is an emerging research area in the computer vision domain that intends to restore the visibility of images by eliminating the latter types of degradation. Single image dehazing, on the other hand, is more challenging since it necessitates a precise assessment of atmospheric light and transmission map. This study aims to design a dual-channel deep neural network (DCD-Net) for estimating the transmission map, further utilized to compute atmospheric light. Finally, a dehazed image is generated using the obtained atmospheric light and the transmission map. The experimental results are compared qualitatively and quantitatively with eight existing dehazing approaches based on ten metrics on six publicly available standard datasets: Foggy Road Image DAtabase, HazeRD, REalistic Single Image DEhazing, NYU-Depth, O-HAZE, I-HAZE, a few natural hazy images, and underwater images. The DCD-Net outperforms conventional techniques, according to extensive studies. Moreover, a range of relative improvements of the proposed method over other approaches is calculated for better analysis of the results. A visual internet of things (VIoT) framework employing a PYNQ-Z2 board is presented in addition to the DCD-Net. It can be applied in real-time applications, particularly in the transportation and surveillance industries. The DCD-Net is suitable for image dehazing by virtue of its multilayered structure. The VIoT uses the DCD-Net for dehazing, while the PYNQ-Z2 board serves as the central processing unit. Note to Practitioners—This paper is motivated by the problems occurring due to haze. Haze reduces the visibility of a scene, causing major concerns in transportation and surveillance. Existing approaches have attempted to address this issue, albeit the methods are limited. As a result, this study proposes a new dual-channel CNN model with two modules, where the first module calculates fine details of the image and the second module estimates the transmission map. Furthermore, both features are combined to produce a more reliable transmission map. The training process highly influences the resulting output of the network. Therefore, an algorithm explaining the training instructions for the practitioners is given in the appendix. The obtained transmission map is further used to estimate atmospheric light. The images are then dehazed using atmospheric light and transmission maps. In addition, we have designed a framework for image dehazing using VIoT with a PYNQ-Z2 board. Experimental results suggest that this approach gives expected results, yet, there is one limitation. This method requires a haze image and a corresponding transmission map, which is not always possible. Therefore, we will attempt to design a semi-supervised learning approach in the future.",10.1109/TASE.2022.3217801,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9934895,Image dehazing;atmospheric light;radiance;convolutional neural network;visual Internet of Things;PYNQ-Z2 board,60,,64
QCNN-H: Single-Image Dehazing Using Quaternion Neural Networks,V. Frants; S. Agaian; K. Panetta,"Graduate Center, City University of New York, New York, NY, USA; College of Staten Island, City University of New York, New York, NY, USA; Department of Electrical and Computer Engineering, Tufts University, Medford, MA, USA",2023,"Single-image haze removal is challenging due to its ill-posed nature. The breadth of real-world scenarios makes it difficult to find an optimal dehazing approach that works well for various applications. This article addresses this challenge by utilizing a novel robust quaternion neural network architecture for single-image dehazing applications. The architecture’s performance to dehaze images and its impact on real applications, such as object detection, is presented. The proposed single-image dehazing network is based on an encoder-decoder architecture capable of taking advantage of quaternion image representation without interrupting the quaternion dataflow end-to-end. We achieve this by introducing a novel quaternion pixel-wise loss function and quaternion instance normalization layer. The performance of the proposed QCNN-H quaternion framework is evaluated on two synthetic datasets, two real-world datasets, and one real-world task-oriented benchmark. Extensive experiments confirm that the QCNN-H outperforms state-of-the-art haze removal procedures in visual quality and quantitative metrics. Furthermore, the evaluation shows increased accuracy and recall of state-of-the-art object detection in hazy scenes using the presented QCNN-H method. This is the first time the quaternion convolutional network has been applied to the haze removal task.",10.1109/TCYB.2023.3238640,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10040717,Deep learning;dehazing;image processing;quaternion convolutional neural network (CNN),58,,74
Dehaze-AGGAN: Unpaired Remote Sensing Image Dehazing Using Enhanced Attention-Guide Generative Adversarial Networks,Y. Zheng; J. Su; S. Zhang; M. Tao; L. Wang,"School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China",2022,"Remote sensing image dehazing is of great scientific interest and application value in both military and civil fields. In this article, we propose an enhanced attention-guide generative adversarial network (GAN) network, Dehaze-AGGAN, to solve the remote sensing images dehazing problem, which does not require paired training data. Since haze images have a great influence on remote sensing object detection, the dehazing of remote sensing images has become significantly important. Typical image dehazing methods require a hazy input image and its ground truth in a paired manner, while paired training data are usually not available in the field of remote sensing. To solve this problem, we propose the Dehaze-AGGAN network and train it by feeding unpaired clean and hazy images into the model. We present a novel total variation loss combined with the cycle consistency loss to eliminate wave noise and improve the target edge quality in the test dataset. Moreover, we present a new dehazing dataset called remote sensing dehazing dataset (RSD), which contains 7000 simulate and real hazy images including 3500 warship images and 3500 civilian ship images, and evaluate our method in the dataset. We conduct experiments on RSD. Extensive experiments demonstrate that the proposed Dehaze-AGGAN is effective and has strong robustness and adaptability in different settings.",10.1109/TGRS.2022.3204890,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9881213,Attention guided;dehaze;generative adversarial networks (GANs);total variation loss,57,,37
Dehaze of Cataractous Retinal Images Using an Unpaired Generative Adversarial Network,Y. Luo; K. Chen; L. Liu; J. Liu; J. Mao; G. Ke; M. Sun,"Department of Precision Machinery and Precision Instrumentation, University of Science and Technology of China, Hefei, China; Department of Precision Machinery and Precision Instrumentation, University of Science and Technology of China, Hefei, China; Department of Precision Machinery and Precision Instrumentation, University of Science and Technology of China, Hefei, China; Department of Precision Machinery and Precision Instrumentation, University of Science and Technology of China, Hefei, China; Eye Hospital of Wenzhou Medical University, Wenzhou Medical University, Wenzhou, China; Hospital of USTC, University of Science and Technology of China, Hefei, China; Department of Precision Machinery and Precision Instrumentation, University of Science and Technology of China, Hefei, China",2020,"Cataracts are the leading cause of visual impairment worldwide. Examination of the retina through cataracts using a fundus camera is challenging and error-prone due to degraded image quality. We sought to develop an algorithm to dehaze such images to support diagnosis by either ophthalmologists or computer-aided diagnosis systems. Based on the generative adversarial network (GAN) concept, we designed two neural networks: CataractSimGAN and CataractDehazeNet. CataractSimGAN was intended for the synthesis of cataract-like images through unpaired clear retinal images and cataract images. CataractDehazeNet was trained using pairs of synthesized cataract-like images and the corresponding clear images through supervised learning. With two networks trained independently, the number of hyper-parameters was reduced, leading to better performance. We collected 400 retinal images without cataracts and 400 hazy images from cataract patients as the training dataset. Fifty cataract images and the corresponding clear images from the same patients after surgery comprised the test dataset. The clear images after surgery were used for reference to evaluate the performance of our method. CataractDehazeNet was able to enhance the degraded image from cataract patients substantially and to visualize blood vessels and the optic disc, while actively suppressing the artifacts common in application of similar methods. Thus, we developed an algorithm to improve the quality of the retinal images acquired from cataract patients. We achieved high structure similarity and fidelity between processed images and images from the same patients after cataract surgery.",10.1109/JBHI.2020.2999077,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9104877,Cataract;dehaze;retinal image;unpaired generative adversarial network,54,,54
Single Image Dehazing via Fusion of Multilevel Attention Network for Vision-Based Measurement Applications,G. Sahu; A. Seal; J. Jaworek-Korjakowska; O. Krejcar,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing Jabalpur, Jabalpur, India; Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing Jabalpur, Jabalpur, India; Department of Automatic Control and Robotics, AGH University of Science and Technology, Kraków, Poland; Center for Basic and Applied Science, Faculty of Informatics and Management, University of Hradec Kralove, Hradec Kralove, Czech Republic",2023,"Nowadays, researchers use vision-based measurement tools to record, detect, and monitor an atmospheric phenomenon called haze. It impedes the proper functioning of many outdoor industrial systems, such as autonomous driving, surveillance, satellite imagery, and so on. Conventional visibility restoration methods cannot accurately recover image quality due to inaccurate estimations of haze thickness and the presence of color-cast effects. Deep neural networks are evolving due to their ability to directly dehaze images from hazy scenes. Therefore, a unique attention-based end-to-end dehazing network named oval-net has been proposed in this study to restore clear images from its counterpart without employing the atmospheric scattering model. The oval-net is an encoder–decoder architecture that uses spatial and channel attention at each stage to focus on dominant and significant information while avoiding the transmission of irrelevant information from the encoder to the decoder, allowing quicker convergence. The proposed approach outperforms seven state-of-the-art algorithms in quantitative and qualitative assessments of a variety of synthetic and real-world hazy images, proving its effectiveness for vision-based industrial systems.",10.1109/TIM.2023.3271753,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10115496,Channel attention (CA);encoder–decoder;image dehazing;spatial attention (SA);UNet,47,,66
R-YOLO: A Robust Object Detector in Adverse Weather,L. Wang; H. Qin; X. Zhou; X. Lu; F. Zhang,"College of Engineering and Design, Hunan Normal University, Changsha, China; College of Engineering and Design, Hunan Normal University, Changsha, China; School of Education Science, Hunan Normal University, Changsha, China; College of Engineering and Design, Hunan Normal University, Changsha, China; College of Engineering and Design, Hunan Normal University, Changsha, China",2023,"Learning a robust object detector in adverse weather with real-time efficiency is of great importance for the visual perception task for autonomous driving systems. In this article, we propose a framework to improve the YOLO to a robust detector, denoted as R(obust)-YOLO, without the need for annotations in adverse weather. Considering the distribution gap between the normal weather images and the adverse weather images, our framework consists of an image quasi-translation network (QTNet) and a feature calibration network (FCNet) for adapting the normal weather domain to the adverse weather domain gradually. Specifically, we use the simple yet effective QTNet for generating images that inherit the annotations in the normal weather domain and interpolate the gap between the two domains. Then, in FCNet, we propose two kinds of adversarial-learning-based feature calibration modules to effectively align the feature representations in two domains in a local-to-global manner. With such a learning framework, our R-YOLO does not change the original YOLO structure, and thus it is applicable to all the YOLO-series detectors. Extensive experimental results of our R-YOLOv3, R-YOLOv5, and R-YOLOX on both the hazy and rainy datasets show that our method outperforms other detectors with dehaze/derain as the preprocessing step and other unsupervised domain adaptation (UDA)-based detectors, which confirms the effectiveness of our method on improving the robustness by only leveraging the unlabeled adverse weather images. Our code and pretrained models are available at: https://github.com/qinhongda8/R-YOLO.",10.1109/TIM.2022.3229717,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9989413,Adversarial learning;adverse weather;image translation;robust object detector;unsupervised domain adaptation (UDA),47,,61
Real-Time Dehazing for Image and Video,X. Lv; W. Chen; I. -f. Shen,"School of Computer Science, Fudan University, Shanghai, China; School of Mathematical Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China",2010,"Outdoor photography and computer vision tasks often suffer from bad weather conditions, observed objects lose visibility and contrast due to the presence of atmospheric haze, fog, and smoke. In this paper, we propose a new method for real-time image and video dehazing. Based on a newly presented haze-free image prior - dark channel prior and a common haze imaging model, for a single input image, we can estimate the global atmospheric light and extract the scene objects transmission. To prevent artifacts, we refine the transmission using a cross-bilateral filter, and finally the haze-free frame can be restored by inversing the haze imaging model. The whole process is highly parallelized, and can be easily implemented on modern GPUs to achieve real-time performance. Comparing with existing methods, our approach provides similar or better results with much less processing time. The proposed method can be further used for many applications such as outdoor surveillance, remote sensing, and intelligent vehicles. In addition, rough depth information of the scene can be obtained as a by-product.",10.1109/PacificGraphics.2010.16,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5693028,dehaze;dark channel prior;bilateral filter;GPU,45,7,21
